Faculty,Department,UTME_Score,Post_UTME_Score,Aggregate,Cutoff,Olevel_Valid,olevel_avg_points,admitted_numeric
Social Sciences,Economics,313,0,53.92,69.95,1,2.96,0
Clinical Sciences,Physiotherapy,156,23,56.5,73.75,1,2.8,0
Education,Education English,342,27,84.15,50.0,1,2.88,2
Environmental Sciences,Quantity Surveying,211,14,54.38,50.0,1,2.8,2
Pharmacy,Pharmacy,336,15,70.6,76.125,1,2.72,1
Dental Sciences,Dentistry,306,11,68.05,77.4,1,3.76,0
Management Sciences,Actuarial Science,322,17,70.85,61.875,1,2.72,2
Dental Sciences,Dentistry,346,28,87.65,77.4,1,3.28,2
Education,Education Home Economics,157,7,44.23,50.0,1,3.52,0
Law,Law,270,30,78.55,68.65,1,2.96,2
Dental Sciences,Dentistry,182,19,55.75,77.4,1,2.8,0
Clinical Sciences,Physiotherapy,374,2,63.15,73.75,1,2.88,0
Law,Law,297,29,82.92,68.65,1,3.36,2
Basic Medical Sciences,Physiology,348,23,79.3,71.55,1,2.56,2
Environmental Sciences,Building,297,8,59.12,50.0,1,2.8,0
Science,Mathematics,226,8,51.05,50.0,1,2.96,0
Basic Medical Sciences,Pharmacology,141,18,49.62,72.625,1,2.8,0
Dental Sciences,Dentistry,294,10,61.15,77.4,1,2.88,0
Basic Medical Sciences,Physiology,206,30,68.55,71.55,1,2.56,1
Law,Law,392,20,86.2,68.65,1,3.44,2
Basic Medical Sciences,Physiology,154,25,58.25,71.55,1,2.8,0
Engineering,Systems Engineering,290,26,76.25,50.0,1,2.8,2
Education,Integrated Science Education,200,10,50.6,50.0,1,3.12,0
Engineering,Biomedical Engineering,273,8,56.52,50.0,1,2.88,0
Environmental Sciences,Quantity Surveying,380,2,61.5,50.0,1,2.4,0
Engineering,Metallurgical & Material Engineering,390,6,67.55,50.0,1,2.56,0
Science,Physics,183,21,60.27,50.0,1,3.28,0
Pharmacy,Pharmacy,355,27,84.17,76.125,1,2.56,2
Clinical Sciences,Nursing,201,30,69.92,70.875,1,2.96,1
Basic Medical Sciences,Physiology,383,8,69.47,71.55,1,2.72,0
Law,Law,246,12,59.55,68.65,1,3.36,1
Clinical Sciences,Nursing,258,26,72.65,70.875,1,2.88,2
Management Sciences,Business Administration,168,16,49.0,68.65,1,2.4,0
Management Sciences,Business Administration,242,23,68.85,68.65,1,3.12,2
Clinical Sciences,Physiotherapy,260,15,64.3,73.75,1,3.36,1
Management Sciences,Business Administration,226,16,60.25,68.65,1,3.2,1
Social Sciences,Mass Communication,267,3,49.17,72.35,1,2.56,0
Environmental Sciences,Estate Management,215,14,56.88,50.0,1,3.2,2
Dental Sciences,Dentistry,178,9,43.25,77.4,1,2.4,0
Law,Law,208,1,39.4,68.65,1,2.48,0
Social Sciences,Social Work,306,5,60.05,50.0,1,3.36,0
Social Sciences,Mass Communication,281,7,56.52,72.35,1,2.88,0
Environmental Sciences,Building,289,13,63.12,50.0,1,2.8,2
Law,Law,312,30,84.2,68.65,1,3.04,2
Engineering,Biomedical Engineering,208,4,43.2,50.0,1,2.64,0
Engineering,Computer Engineering,191,27,66.08,50.0,1,3.04,0
Dental Sciences,Dentistry,149,19,50.02,77.4,1,2.48,0
Basic Medical Sciences,Medical Laboratory Science,181,29,66.83,74.675,1,3.04,0
Basic Medical Sciences,Pharmacology,266,1,48.25,72.625,1,2.8,0
Pharmacy,Pharmacy,196,24,62.1,76.125,1,2.72,0
Arts,Islamic Religious Studies,210,17,56.45,60.225,1,2.64,1
Arts,Islamic Religious Studies,324,7,60.3,60.225,1,2.56,0
Engineering,Mechanical Engineering,144,14,42.8,50.0,1,2.16,0
Science,Chemistry,352,22,81.2,50.0,1,3.04,2
Science,Geophysics,168,9,46.8,50.0,1,3.36,0
Environmental Sciences,Building,314,29,83.45,50.0,1,3.04,2
Environmental Sciences,Building,378,30,92.45,50.0,1,3.04,2
Education,Education Physics,279,7,54.67,50.0,1,2.56,0
Social Sciences,Geography,318,16,72.15,50.0,1,3.28,2
Science,Zoology,400,16,77.6,50.0,1,2.32,2
Arts,Islamic Religious Studies,375,2,64.88,60.225,1,3.2,0
Arts,Chinese,380,10,72.3,66.7,1,2.96,0
Management Sciences,Business Administration,260,22,69.3,68.65,1,2.96,2
Dental Sciences,Dentistry,229,20,64.22,77.4,1,3.12,1
Arts,Creative Arts,395,28,94.17,67.05,1,3.36,2
Pharmacy,Pharmacy,344,18,75.4,76.125,1,2.88,1
Law,Law,359,29,88.67,68.65,1,2.96,2
Basic Medical Sciences,Pharmacology,260,15,62.3,72.625,1,2.96,1
Science,Chemistry,172,11,48.9,50.0,1,3.28,0
Pharmacy,Pharmacy,253,28,74.83,76.125,1,3.04,1
Social Sciences,Geography,166,13,50.15,50.0,1,3.28,0
Engineering,Civil & Environmental Engineering,336,0,55.6,50.0,1,2.72,0
Environmental Sciences,Architecture,223,27,71.67,50.0,1,3.36,2
Clinical Sciences,Radiography,283,21,71.97,72.525,1,3.12,1
Basic Medical Sciences,Physiology,278,23,70.95,71.55,1,2.64,1
Science,Physics,162,22,56.65,50.0,1,2.88,0
Dental Sciences,Dentistry,265,23,73.72,77.4,1,3.52,1
Education,Education Physics,173,1,39.02,50.0,1,3.28,0
Environmental Sciences,Quantity Surveying,237,14,58.02,50.0,1,2.88,2
Environmental Sciences,Architecture,326,4,61.15,50.0,1,3.28,0
Arts,Linguistic Igbo/Yoruba,248,3,50.0,61.175,1,3.2,0
Law,Law,176,6,42.4,68.65,1,2.88,0
Pharmacy,Pharmacy,274,28,79.45,76.125,1,3.44,2
Environmental Sciences,Quantity Surveying,180,19,54.7,50.0,1,2.64,0
Basic Medical Sciences,Pharmacology,150,21,53.75,72.625,1,2.8,0
Clinical Sciences,Medicine and Surgery,156,9,41.7,80.8,1,2.64,0
Social Sciences,Sociology,389,0,61.02,66.15,1,2.48,0
Engineering,Biomedical Engineering,389,14,77.03,50.0,1,2.88,2
Science,Industrial Mathematics,170,18,53.65,50.0,1,2.88,0
Clinical Sciences,Medicine and Surgery,269,1,51.83,80.8,1,3.44,0
Basic Medical Sciences,Pharmacology,286,14,64.55,72.625,1,2.96,1
Pharmacy,Pharmacy,360,25,82.8,76.125,1,2.56,2
Engineering,Metallurgical & Material Engineering,346,8,66.05,50.0,1,2.96,0
Environmental Sciences,Architecture,363,25,85.17,50.0,1,2.96,2
Education,Education Mathematics,174,27,65.15,50.0,1,3.28,0
Management Sciences,Insurance,378,30,92.85,67.125,1,3.12,2
Environmental Sciences,Building,395,10,72.58,50.0,1,2.64,0
Dental Sciences,Dentistry,371,22,84.38,77.4,1,3.2,2
Science,Zoology,188,22,60.7,50.0,1,3.04,0
Arts,Russian,349,27,86.62,67.65,1,3.2,2
Social Sciences,Psychology,277,11,59.23,67.4,1,2.72,0
Law,Law,247,8,53.67,68.65,1,2.96,0
Science,Marine Biology,384,9,73.8,50.0,1,3.36,0
Law,Law,285,29,81.03,68.65,1,3.28,2
Law,Law,159,9,44.08,68.65,1,3.04,0
Basic Medical Sciences,Physiology,332,16,72.3,71.55,1,2.96,2
Pharmacy,Pharmacy,300,9,61.7,76.125,1,3.04,0
Law,Law,187,20,57.38,68.65,1,2.8,0
Engineering,Electrical & Electronics Engineering,206,10,53.75,50.0,1,3.6,0
Law,Law,212,2,41.3,68.65,1,2.56,0
Dental Sciences,Dentistry,214,4,46.75,77.4,1,3.2,0
Basic Medical Sciences,Physiology,366,17,77.95,71.55,1,3.04,2
Pharmacy,Pharmacy,178,30,69.45,76.125,1,3.44,0
Clinical Sciences,Nursing,224,5,49.0,70.875,1,3.2,0
Engineering,Metallurgical & Material Engineering,372,4,65.7,50.0,1,3.04,0
Dental Sciences,Dentistry,359,10,71.67,77.4,1,3.36,0
Basic Medical Sciences,Physiology,141,12,43.23,71.55,1,2.72,0
Arts,Philosophy,278,27,74.55,67.4,1,2.56,2
Clinical Sciences,Medicine and Surgery,354,9,67.25,80.8,1,2.8,0
Basic Medical Sciences,Medical Laboratory Science,246,25,69.75,74.675,1,2.8,1
Education,Education Islamic Religious Studies,224,2,44.4,50.0,1,2.88,0
Pharmacy,Pharmacy,209,10,50.92,76.125,1,2.96,0
Social Sciences,Social Work,223,4,46.27,50.0,1,2.88,0
Clinical Sciences,Physiotherapy,308,14,68.5,73.75,1,3.2,1
Environmental Sciences,Building,376,9,69.6,50.0,1,2.72,0
Clinical Sciences,Medicine and Surgery,343,7,67.08,80.8,1,3.44,0
Management Sciences,Accounting,210,4,45.85,74.1,1,3.12,0
Arts,Creative Arts,339,3,61.38,67.05,1,3.2,0
Social Sciences,Geography,178,9,44.45,50.0,1,2.64,0
Social Sciences,Sociology,266,10,58.85,66.15,1,3.12,0
Science,Cell Biology & Genetics,285,25,74.22,50.0,1,2.72,2
Science,Cell Biology & Genetics,319,0,54.67,50.0,1,2.96,0
Education,Educational Foundations,340,5,61.1,50.0,1,2.72,0
Management Sciences,Business Administration,238,10,54.55,68.65,1,2.96,0
Management Sciences,Actuarial Science,172,8,46.3,61.875,1,3.36,0
Dental Sciences,Dentistry,237,27,71.42,77.4,1,2.96,1
Engineering,Biomedical Engineering,256,3,47.8,50.0,1,2.56,0
Basic Medical Sciences,Medical Laboratory Science,362,23,83.45,74.675,1,3.04,2
Basic Medical Sciences,Pharmacology,396,20,86.7,72.625,1,3.44,2
Arts,Chinese,305,5,58.33,66.7,1,3.04,0
Education,Education Mathematics,341,27,84.03,50.0,1,2.88,2
Arts,Christian Religious Studies,314,7,60.65,61.625,1,2.88,0
Clinical Sciences,Physiotherapy,320,3,57.0,73.75,1,2.8,0
Environmental Sciences,Quantity Surveying,194,12,53.45,50.0,1,3.44,0
Clinical Sciences,Physiotherapy,317,22,77.62,73.75,1,3.2,2
Dental Sciences,Dentistry,396,29,95.3,77.4,1,3.36,2
Management Sciences,Insurance,151,15,50.67,67.125,1,3.36,0
Environmental Sciences,Urban & Regional Planning,235,6,51.38,50.0,1,3.2,0
Basic Medical Sciences,Physiology,270,11,58.75,71.55,1,2.8,0
Dental Sciences,Dentistry,150,1,37.35,77.4,1,3.52,0
Dental Sciences,Dentistry,380,22,85.1,77.4,1,3.12,2
Basic Medical Sciences,Pharmacology,227,18,60.77,72.625,1,2.88,1
Pharmacy,Pharmacy,279,29,81.08,76.125,1,3.44,2
Science,Microbiology,294,17,69.75,50.0,1,3.2,2
Basic Medical Sciences,Medical Laboratory Science,309,20,73.83,74.675,1,3.04,1
Clinical Sciences,Medicine and Surgery,147,1,35.38,80.8,1,3.2,0
Education,Education Islamic Religious Studies,177,19,55.92,50.0,1,2.96,0
Law,Law,225,9,51.52,68.65,1,2.88,0
Arts,Chinese,174,28,65.35,66.7,1,3.12,0
Social Sciences,Economics,171,10,43.38,69.95,1,2.4,0
Arts,Islamic Religious Studies,297,25,78.53,60.225,1,3.28,2
Education,Education English,353,15,72.33,50.0,1,2.64,2
Dental Sciences,Dentistry,375,17,76.28,77.4,1,2.48,1
Pharmacy,Pharmacy,199,12,54.08,76.125,1,3.44,0
Clinical Sciences,Radiography,394,19,83.45,72.525,1,3.04,2
Social Sciences,Sociology,160,11,49.8,66.15,1,3.76,0
Law,Law,151,5,37.48,68.65,1,2.72,0
Education,Education Christian Religious Studies,309,30,87.83,50.0,1,3.84,2
Pharmacy,Pharmacy,276,24,73.7,76.125,1,3.04,1
Pharmacy,Pharmacy,209,4,45.73,76.125,1,3.12,0
Arts,Creative Arts,283,8,58.98,67.05,1,3.12,0
Environmental Sciences,Estate Management,398,3,66.35,50.0,1,2.72,0
Social Sciences,Social Work,155,4,39.77,50.0,1,3.28,0
Social Sciences,Political Science,311,26,78.88,68.6,1,2.8,2
Management Sciences,IRPM,233,25,67.72,50.0,1,2.72,2
Social Sciences,Geography,373,1,62.02,50.0,1,2.88,0
Pharmacy,Pharmacy,391,25,88.28,76.125,1,2.88,2
Basic Medical Sciences,Physiology,348,15,70.5,71.55,1,2.4,1
Management Sciences,Finance,169,11,46.92,68.9,1,2.96,0
Law,Law,351,13,69.28,68.65,1,2.48,2
Law,Law,179,21,58.98,68.65,1,3.12,0
Pharmacy,Pharmacy,305,10,64.92,76.125,1,3.36,0
Arts,Russian,165,19,53.62,67.65,1,2.8,0
Pharmacy,Pharmacy,213,13,56.42,76.125,1,3.36,1
Education,Technology Education,303,21,74.08,50.0,1,3.04,2
Dental Sciences,Dentistry,296,1,54.0,77.4,1,3.2,0
Environmental Sciences,Urban & Regional Planning,207,29,69.67,50.0,1,2.96,2
Arts,Linguistic Igbo/Yoruba,303,25,78.88,61.175,1,3.2,2
Basic Medical Sciences,Pharmacology,380,26,87.9,72.625,1,2.88,2
Social Sciences,Sociology,354,21,79.25,66.15,1,2.8,2
Law,Law,203,29,68.38,68.65,1,2.8,1
Science,Botany,202,28,71.25,50.0,1,3.6,2
Environmental Sciences,Urban & Regional Planning,212,25,64.3,50.0,1,2.56,2
Social Sciences,Social Work,273,5,56.73,50.0,1,3.52,0
Dental Sciences,Dentistry,336,5,62.2,77.4,1,3.04,0
Pharmacy,Pharmacy,315,19,73.58,76.125,1,3.04,1
Clinical Sciences,Physiotherapy,258,3,50.45,73.75,1,3.04,0
Engineering,Biomedical Engineering,217,1,46.12,50.0,1,3.6,0
Law,Law,265,8,54.33,68.65,1,2.64,0
Clinical Sciences,Physiotherapy,324,3,57.5,73.75,1,2.8,0
Environmental Sciences,Building,179,23,58.17,50.0,1,2.56,0
Basic Medical Sciences,Medical Laboratory Science,191,17,59.27,74.675,1,3.68,0
Management Sciences,IRPM,271,14,64.67,50.0,1,3.36,2
Science,Statistics,306,22,76.25,50.0,1,3.2,2
Clinical Sciences,Medicine and Surgery,168,22,60.2,80.8,1,3.44,0
Engineering,Chemical & Petroleum Engineering,383,9,69.67,50.0,1,2.56,0
Clinical Sciences,Radiography,349,6,64.83,72.525,1,3.04,0
Basic Medical Sciences,Pharmacology,277,5,54.83,72.625,1,3.04,0
Management Sciences,Business Administration,392,11,73.2,68.65,1,2.64,0
Clinical Sciences,Physiotherapy,335,19,74.47,73.75,1,2.72,2
Pharmacy,Pharmacy,391,8,70.08,76.125,1,2.64,0
Basic Medical Sciences,Physiology,345,14,71.53,71.55,1,2.88,1
Management Sciences,Insurance,312,20,74.2,67.125,1,3.04,2
Dental Sciences,Dentistry,375,20,81.28,77.4,1,2.88,2
Environmental Sciences,Building,382,2,63.35,50.0,1,2.72,0
Management Sciences,IRPM,171,11,46.38,50.0,1,2.8,0
Pharmacy,Pharmacy,163,9,46.17,76.125,1,3.36,0
Science,Microbiology,334,12,67.75,50.0,1,2.8,2
Law,Law,330,5,65.05,68.65,1,3.76,0
Law,Law,227,23,62.98,68.65,1,2.32,1
Engineering,Civil & Environmental Engineering,348,3,60.1,50.0,1,2.72,0
Clinical Sciences,Radiography,146,21,58.05,72.525,1,3.76,0
Dental Sciences,Dentistry,177,29,67.53,77.4,1,3.28,0
Law,Law,359,13,72.28,68.65,1,2.88,2
Dental Sciences,Dentistry,311,14,67.28,77.4,1,2.88,1
Social Sciences,Psychology,159,17,53.67,67.4,1,3.36,0
Clinical Sciences,Radiography,332,14,69.5,72.525,1,2.8,1
Arts,Islamic Religious Studies,201,11,50.12,60.225,1,2.8,0
Education,Education Christian Religious Studies,225,12,55.73,50.0,1,3.12,2
Law,Law,292,10,60.9,68.65,1,2.88,0
Arts,Russian,281,16,65.92,67.65,1,2.96,1
Pharmacy,Pharmacy,225,21,61.12,76.125,1,2.4,1
Dental Sciences,Dentistry,166,29,65.75,77.4,1,3.2,0
Clinical Sciences,Radiography,221,15,57.42,72.525,1,2.96,1
Management Sciences,Insurance,271,27,74.08,67.125,1,2.64,2
Pharmacy,Pharmacy,290,16,66.65,76.125,1,2.88,1
Management Sciences,Insurance,214,30,71.55,67.125,1,2.96,2
Pharmacy,Pharmacy,324,29,84.3,76.125,1,2.96,2
Arts,Christian Religious Studies,375,3,64.28,61.625,1,2.88,0
Arts,Chinese,179,30,68.38,66.7,1,3.2,0
Education,Business Education,360,27,85.2,50.0,1,2.64,2
Social Sciences,Mass Communication,190,23,61.95,72.35,1,3.04,0
Pharmacy,Pharmacy,209,28,67.33,76.125,1,2.64,1
Education,Technology Education,224,11,54.6,50.0,1,3.12,0
Science,Chemistry,346,27,86.25,50.0,1,3.2,2
Environmental Sciences,Urban & Regional Planning,183,19,56.67,50.0,1,2.96,0
Engineering,Biomedical Engineering,311,24,78.88,50.0,1,3.2,2
Management Sciences,Actuarial Science,219,7,49.17,61.875,1,2.96,0
Management Sciences,Finance,258,9,56.45,68.9,1,3.04,0
Science,Chemistry,187,17,52.38,50.0,1,2.4,0
Clinical Sciences,Radiography,215,17,57.88,72.525,1,2.8,1
Clinical Sciences,Radiography,325,6,59.42,72.525,1,2.56,0
Education,Business Education,345,9,64.92,50.0,1,2.56,0
Clinical Sciences,Nursing,202,30,69.65,70.875,1,2.88,1
Science,Geophysics,143,19,52.08,50.0,1,3.04,0
Clinical Sciences,Physiotherapy,182,27,62.95,73.75,1,2.64,0
Environmental Sciences,Urban & Regional Planning,181,19,55.23,50.0,1,2.72,0
Basic Medical Sciences,Physiology,246,3,50.95,71.55,1,3.44,0
Basic Medical Sciences,Physiology,216,1,42.8,71.55,1,2.96,0
Arts,Islamic Religious Studies,165,7,41.23,60.225,1,2.72,0
Dental Sciences,Dentistry,180,26,63.3,77.4,1,2.96,0
Dental Sciences,Dentistry,211,30,71.97,77.4,1,3.12,1
Dental Sciences,Dentistry,390,0,65.15,77.4,1,3.28,0
Science,Geophysics,362,8,68.45,50.0,1,3.04,0
Science,Cell Biology & Genetics,284,5,55.3,50.0,1,2.96,0
Arts,History & Strategic Studies,140,30,61.5,68.6,1,2.8,0
Engineering,Electrical & Electronics Engineering,277,21,73.22,50.0,1,3.52,2
Management Sciences,Finance,229,3,47.23,68.9,1,3.12,0
Science,Chemistry,276,24,74.9,50.0,1,3.28,2
Arts,Chinese,282,27,76.65,66.7,1,2.88,2
Pharmacy,Pharmacy,220,12,53.1,76.125,1,2.72,1
Clinical Sciences,Medicine and Surgery,348,24,83.9,80.8,1,3.28,2
Social Sciences,Political Science,349,14,72.42,68.6,1,2.96,2
Law,Law,400,30,94.0,68.65,1,2.8,2
Engineering,Computer Engineering,166,11,45.75,50.0,1,2.8,0
Dental Sciences,Dentistry,290,28,77.45,77.4,1,2.64,2
Science,Fisheries,299,24,77.38,50.0,1,3.2,2
Dental Sciences,Dentistry,246,20,64.35,77.4,1,2.72,1
Management Sciences,Accounting,269,8,59.23,74.1,1,3.52,0
Basic Medical Sciences,Pharmacology,339,7,62.98,72.625,1,2.72,0
Arts,Chinese,339,24,80.78,66.7,1,2.88,2
Law,Law,305,6,59.33,68.65,1,3.04,0
Pharmacy,Pharmacy,340,22,78.9,76.125,1,2.88,2
Law,Law,201,11,51.33,68.65,1,3.04,0
Management Sciences,IRPM,228,6,50.1,50.0,1,3.12,0
Basic Medical Sciences,Physiology,387,1,64.17,71.55,1,2.96,0
Pharmacy,Pharmacy,233,13,54.92,76.125,1,2.56,1
Pharmacy,Pharmacy,390,11,75.35,76.125,1,3.12,0
Clinical Sciences,Nursing,174,0,35.75,70.875,1,2.8,0
Management Sciences,Business Administration,156,22,57.9,68.65,1,3.28,0
Dental Sciences,Dentistry,261,13,60.83,77.4,1,3.04,1
Pharmacy,Pharmacy,342,15,74.15,76.125,1,3.28,1
Dental Sciences,Dentistry,230,25,71.35,77.4,1,3.52,1
Science,Zoology,220,3,46.5,50.0,1,3.2,0
Pharmacy,Pharmacy,218,22,61.25,76.125,1,2.4,1
Management Sciences,Finance,319,25,78.88,68.9,1,2.8,2
Dental Sciences,Dentistry,188,29,68.9,77.4,1,3.28,0
Dental Sciences,Dentistry,149,26,60.23,77.4,1,3.12,0
Dental Sciences,Dentistry,273,14,62.12,77.4,1,2.8,1
Dental Sciences,Dentistry,341,11,68.42,77.4,1,2.96,0
Dental Sciences,Dentistry,249,2,47.12,77.4,1,2.8,0
Education,Technology Education,250,9,55.05,50.0,1,2.96,0
Science,Industrial Mathematics,367,3,62.88,50.0,1,2.8,0
Dental Sciences,Dentistry,237,20,65.22,77.4,1,3.12,1
Management Sciences,IRPM,163,6,40.38,50.0,1,2.8,0
Education,Education Biology,325,1,57.23,50.0,1,3.12,0
Education,Education Biology,229,14,57.83,50.0,1,3.04,2
Environmental Sciences,Architecture,211,1,42.17,50.0,1,2.96,0
Education,Education Christian Religious Studies,304,22,76.4,50.0,1,3.28,2
Environmental Sciences,Building,355,6,64.78,50.0,1,2.88,0
Social Sciences,Geography,168,21,58.0,50.0,1,3.2,0
Clinical Sciences,Nursing,175,27,64.88,70.875,1,3.2,0
Education,Education Economics,339,17,76.17,50.0,1,3.36,2
Environmental Sciences,Urban & Regional Planning,163,2,35.58,50.0,1,2.64,0
Management Sciences,Business Administration,317,17,71.42,68.65,1,2.96,2
Clinical Sciences,Nursing,215,6,51.27,70.875,1,3.68,0
Science,Geophysics,369,7,69.92,50.0,1,3.36,0
Arts,Islamic Religious Studies,332,8,65.9,60.225,1,3.28,0
Arts,Linguistic Igbo/Yoruba,368,1,63.8,61.175,1,3.36,0
Management Sciences,Business Administration,369,0,59.33,68.65,1,2.64,0
Environmental Sciences,Estate Management,341,16,75.83,50.0,1,3.44,2
Social Sciences,Geography,284,4,55.9,50.0,1,3.28,0
Education,Education Home Economics,168,21,55.2,50.0,1,2.64,0
Pharmacy,Pharmacy,172,27,65.7,76.125,1,3.44,0
Social Sciences,Sociology,237,10,53.23,66.15,1,2.72,0
Social Sciences,Social Work,252,4,50.7,50.0,1,3.04,0
Basic Medical Sciences,Medical Laboratory Science,189,8,47.23,74.675,1,3.12,0
Science,Fisheries,193,0,36.92,50.0,1,2.56,0
Clinical Sciences,Nursing,166,18,54.35,70.875,1,3.12,0
Clinical Sciences,Nursing,301,29,77.03,70.875,1,2.08,2
Dental Sciences,Dentistry,292,5,52.7,77.4,1,2.24,0
Engineering,Electrical & Electronics Engineering,377,14,77.53,50.0,1,3.28,2
Clinical Sciences,Physiotherapy,372,26,88.1,73.75,1,3.12,2
Arts,Creative Arts,170,14,48.85,67.05,1,2.72,0
Pharmacy,Pharmacy,160,27,63.8,76.125,1,3.36,0
Science,Microbiology,335,15,70.08,50.0,1,2.64,2
Basic Medical Sciences,Medical Laboratory Science,243,10,57.17,74.675,1,3.36,0
Pharmacy,Pharmacy,160,10,44.8,76.125,1,2.96,0
Education,Early Childhood Education,268,16,61.1,50.0,1,2.32,2
Law,Law,209,18,58.92,68.65,1,2.96,1
Basic Medical Sciences,Pharmacology,244,10,56.1,72.625,1,3.12,0
Dental Sciences,Dentistry,239,14,60.27,77.4,1,3.28,1
Engineering,Biomedical Engineering,225,27,69.92,50.0,1,2.96,2
Education,Education English,254,15,60.75,50.0,1,2.8,2
Pharmacy,Pharmacy,284,28,76.7,76.125,1,2.64,2
Law,Law,241,13,59.12,68.65,1,3.2,1
Clinical Sciences,Physiotherapy,327,13,69.88,73.75,1,3.2,1
Environmental Sciences,Quantity Surveying,185,12,49.52,50.0,1,2.88,0
Education,Education Physics,370,0,61.85,50.0,1,3.12,0
Environmental Sciences,Quantity Surveying,255,29,74.47,50.0,1,2.72,2
Science,Marine Biology,168,14,47.4,50.0,1,2.48,0
Basic Medical Sciences,Pharmacology,281,7,56.12,72.625,1,2.8,0
Basic Medical Sciences,Pharmacology,152,22,55.8,72.625,1,2.96,0
Dental Sciences,Dentistry,169,11,48.12,77.4,1,3.2,0
Science,Computer Science,373,14,76.62,71.75,1,3.2,2
Environmental Sciences,Estate Management,333,2,59.23,50.0,1,3.12,0
Social Sciences,Social Work,176,12,47.6,50.0,1,2.72,0
Education,Education Igbo,351,13,73.67,50.0,1,3.36,2
Social Sciences,Mass Communication,211,24,63.17,72.35,1,2.56,1
Engineering,Surveying & Geoinformatics Engineering,208,21,61.0,50.0,1,2.8,2
Clinical Sciences,Radiography,273,7,57.12,72.525,1,3.2,0
Science,Chemistry,368,19,81.0,50.0,1,3.2,2
Social Sciences,Sociology,233,12,56.33,66.15,1,3.04,1
Dental Sciences,Dentistry,338,9,65.65,77.4,1,2.88,0
Education,Business Education,242,9,56.05,50.0,1,3.36,0
Education,Educational Administration,292,27,81.1,50.0,1,3.52,2
Science,Fisheries,209,16,57.33,50.0,1,3.04,2
Science,Geophysics,241,27,71.92,50.0,1,2.96,2
Social Sciences,Social Work,331,7,58.77,50.0,1,2.08,0
Arts,Islamic Religious Studies,154,23,57.05,60.225,1,2.96,0
Basic Medical Sciences,Physiology,386,26,87.85,71.55,1,2.72,2
Social Sciences,Sociology,386,18,84.25,66.15,1,3.6,2
Social Sciences,Sociology,308,12,67.3,66.15,1,3.36,2
Environmental Sciences,Urban & Regional Planning,384,15,77.8,50.0,1,2.96,2
Arts,Russian,330,2,55.65,67.65,1,2.48,0
Pharmacy,Pharmacy,278,19,67.35,76.125,1,2.72,1
Engineering,Chemical & Petroleum Engineering,385,1,66.33,50.0,1,3.44,0
Pharmacy,Pharmacy,146,27,60.45,76.125,1,3.04,0
Engineering,Civil & Environmental Engineering,363,21,79.17,50.0,1,2.56,2
Engineering,Surveying & Geoinformatics Engineering,238,3,48.75,50.0,1,3.2,0
Law,Law,398,12,75.35,68.65,1,2.72,2
Basic Medical Sciences,Physiology,268,3,52.9,71.55,1,3.28,0
Education,Integrated Science Education,286,26,79.35,50.0,1,3.52,2
Management Sciences,IRPM,399,20,86.28,50.0,1,3.28,2
Basic Medical Sciences,Medical Laboratory Science,400,29,93.0,74.675,1,2.8,2
Social Sciences,Mass Communication,297,2,53.12,72.35,1,2.8,0
Science,Zoology,357,25,86.03,50.0,1,3.28,2
Environmental Sciences,Urban & Regional Planning,290,17,68.85,50.0,1,3.12,2
