Faculty,Department,UTME_Score,UTME_Cutoff,Aggregate_Score,Aggregate_Cutoff,Olevel_Valid,Sittings,Admission_Status,Olevel_Grades
Communications and Media Studies,Pulic Relations,247,150,68.05,55.0,True,1,admitted,"A1, C4, C6, A1, B2"
Management Sciences,Public Administration,303,160,81.45,55.0,True,1,admitted,"A1, B2, A1, C4, A1"
College of Medicine,Medicine and Surgery,307,260,77.05,55.0,True,1,admitted,"C4, A1, A1, C6, B2"
Pharmacy,Doctor of Pharmacy,337,240,85.55,55.0,True,1,admitted,"A1, B2, C4, B2, A1"
Agriculture,Food Science and Technology,306,150,60.9,58.0,True,2,admitted,"B2, C6, C6, C5, A1"
Agriculture,Food Science and Technology,221,150,58.15,58.0,True,1,admitted,"C5, C5, C4, C5, A1"
Pharmacy,Doctor of Pharmacy,182,240,51.3,55.0,True,2,not admitted,"A1, B3, A1, C4, B2"
Engineering,Electrical and Electronics Engineering,231,200,60.65,63.3,True,2,not admitted,"B2, B3, A1, B2, A1"
Agriculture,Animal Production and Health,236,150,68.4,61.3,True,1,admitted,"B3, B2, C4, A1, B2"
Engineering,Agricultural and Bio-Resources Engineering,247,160,51.05,55.0,True,2,not admitted,"C5, C4, C5, B2, C5"
Education,Health Education,202,150,63.3,57.95,True,1,admitted,"A1, A1, A1, C5, C4"
Communications and Media Studies,Mass Communication,254,220,62.1,66.3,True,1,not admitted,"B2, C5, C6, C5, B3"
Basic Medical Science,Physiology,219,180,56.85,61.5,True,2,not admitted,"B3, B3, A1, B2, B2"
Social Sciences,Geography,241,150,53.15,55.0,True,2,not admitted,"C5, B3, C4, B2, C4"
Management Sciences,Business Administration,145,200,41.75,55.0,True,1,not admitted,"C6, C6, B3, C5, C5"
Education,Guidance and Counselling,229,150,54.35,59.05,True,2,not admitted,"C6, B2, B2, C4, A1"
Engineering,Electrical and Electronics Engineering,235,200,47.25,63.3,True,2,not admitted,"C6, C6, B2, C5, C4"
College of Medicine,Medicine and Surgery,200,260,45.0,55.0,True,2,not admitted,"C4, B3, C4, C5, C4"
Environmental Design and Management,Urban and Regional Planning,237,150,55.55,56.0,True,2,not admitted,"A1, A1, A1, C6, C6"
Environmental Design and Management,Building,205,170,63.75,57.5,True,1,admitted,"B2, B3, B2, A1, C4"
Environmental Design and Management,Architecture,343,210,71.45,66.25,True,2,admitted,"C4, B3, A1, A1, C6"
Engineering,Agricultural and Bio-Resources Engineering,171,160,53.65,55.0,True,1,not admitted,"A1, C6, C5, C4, A1"
Agriculture,Fisheries and Aquaculture,212,150,63.8,50.3,True,1,admitted,"B2, C5, B2, B3, A1"
Agriculture,Hospitality and Tourism Management,279,150,68.85,58.45,True,1,admitted,"A1, A1, C4, C6, C6"
College of Medicine,Medicine and Surgery,312,260,78.8,55.0,True,1,admitted,"B2, C6, A1, A1, B3"
Environmental Design and Management,Survey and Geo-informatics,346,150,78.9,55.0,True,1,admitted,"B3, C6, C4, C4, A1"
Communications and Media Studies,Mass Communication,221,220,58.15,66.3,True,1,not admitted,"C5, B2, B3, C6, C4"
Agriculture,Animal Production and Health,157,150,53.55,61.3,True,1,not admitted,"B2, A1, C4, C4, C4"
Environmental Design and Management,Building,180,170,44.0,57.5,True,2,not admitted,"C5, C5, B2, B2, C4"
Arts,Linguistics and Language,141,150,46.15,55.0,True,1,not admitted,"C4, C5, B3, C5, B3"
Communications and Media Studies,Journalism,226,150,68.9,64.0,True,1,admitted,"A1, B3, A1, C4, A1"
Law,Law,167,240,42.05,55.0,True,2,not admitted,"A1, C6, C6, B3, B2"
College of Medicine,Medicine and Surgery,317,260,66.55,55.0,True,2,admitted,"B2, B2, B3, C4, C5"
Arts,History and International Studies,329,180,66.35,67.8,True,2,not admitted,"B3, A1, C4, C6, C4"
Pharmacy,Doctor of Pharmacy,337,240,78.55,55.0,True,1,admitted,"B2, C5, C6, B3, A1"
Communications and Media Studies,Broadcasting,266,150,61.9,64.0,True,1,not admitted,"C6, C6, C5, C5, A1"
Engineering,Mechanical Engineering,309,200,72.35,65.0,True,1,admitted,"A1, B3, C4, C6, C5"
Law,Law,186,240,53.9,55.0,True,2,not admitted,"A1, A1, C4, A1, B2"
Social Sciences,Demography and Social Statistics,325,150,59.75,60.5,True,2,not admitted,"C6, B2, C6, C6, C4"
Social Sciences,Geography,285,150,60.75,55.0,True,2,admitted,"B3, C4, A1, C4, C5"
Pharmacy,Doctor of Pharmacy,242,240,55.3,55.0,True,2,admitted,"A1, B2, B3, C5, C5"
Arts,History and International Studies,146,180,55.9,67.8,True,1,not admitted,"A1, B2, B2, B3, B3"
Arts,Linguistics and Language,341,150,70.15,55.0,True,2,admitted,"C4, A1, B3, B3, C5"
Agriculture,Water Resources Management and Agrometeorology,188,150,58.2,55.0,True,1,admitted,"A1, C4, C5, C4, A1"
College of Medicine,Medicine and Surgery,180,260,57.0,55.0,True,1,not admitted,"B3, C5, B3, B2, B2"
Communications and Media Studies,Broadcasting,229,150,51.35,64.0,True,2,not admitted,"C6, C6, B3, A1, B2"
Arts, English and Literary Studies,141,150,42.15,55.0,True,2,not admitted,"B3, B3, A1, B3, C4"
Engineering,Agricultural and Bio-Resources Engineering,258,160,58.7,55.0,True,2,admitted,"B2, A1, C4, C5, B3"
Management Sciences,Business Administration,218,200,62.7,55.0,True,1,admitted,"A1, B3, C4, A1, C6"
Science,Biochemistry,234,180,63.1,63.75,True,1,not admitted,"C5, C5, A1, B2, C4"
Education,Physics Education,203,150,42.45,53.6,True,2,not admitted,"A1, C5, C6, C6, C5"
Basic Medical Science,Anatomy,155,180,42.25,63.3,True,2,not admitted,"B2, B2, B3, B3, C6"
Engineering,Agricultural and Bio-Resources Engineering,170,160,39.5,55.0,True,2,not admitted,"C5, B3, C5, C4, C4"
Science,Industrial Chemistry,327,150,63.05,60.5,True,2,admitted,"C6, C5, B2, B3, C5"
Basic Medical Science,Nursing Science,183,150,38.45,55.0,True,2,not admitted,"B3, C5, C6, C6, C4"
Management Sciences,Finance,206,160,57.9,55.0,True,1,admitted,"B3, C4, C5, C5, A1"
Science,Statistics,183,150,47.45,54.5,True,1,not admitted,"C5, C5, C6, B3, C6"
Pharmacy,Doctor of Pharmacy,307,240,62.05,55.0,True,2,admitted,"B2, B3, C4, C6, C4"
Engineering,Electrical and Electronics Engineering,308,200,77.2,63.3,True,1,admitted,"B3, C4, B2, C4, A1"
Environmental Design and Management,Architecture,218,210,53.7,66.25,True,2,not admitted,"A1, B2, C6, C4, A1"
Basic Medical Science,Anatomy,248,180,69.2,63.3,True,1,admitted,"A1, C6, B2, B3, A1"
Basic Medical Science,Anatomy,185,180,46.75,63.3,True,2,not admitted,"B2, B2, C5, C6, A1"
College of Medicine,Medicine and Surgery,209,260,61.35,55.0,True,1,not admitted,"A1, B3, B2, C4, C5"
Engineering,Computer Engineering,293,200,60.95,64.3,True,2,not admitted,"C6, A1, C6, B3, B2"
Social Sciences,Sociology,315,160,72.25,63.95,True,1,admitted,"A1, C5, C6, C6, B2"
Law,Law,146,240,41.9,55.0,True,2,not admitted,"C4, C6, A1, B3, A1"
Basic Medical Science,Nursing Science,264,150,64.6,55.0,True,1,admitted,"C4, B3, C4, C5, C4"
Management Sciences,Public Administration,346,160,78.9,55.0,True,2,admitted,"B3, A1, B2, A1, A1"
Environmental Design and Management,Quantity Surveying,185,170,45.75,60.5,True,2,not admitted,"C6, B2, B2, C4, B3"
Law,Law,212,240,59.8,55.0,True,1,not admitted,"C5, A1, B3, B2, C6"
Pharmacy,Doctor of Pharmacy,229,240,52.35,55.0,True,2,not admitted,"A1, B3, C6, C4, B3"
Basic Medical Science,Physiology,177,180,59.55,61.5,True,1,not admitted,"A1, B3, B3, A1, C4"
Agriculture,Water Resources Management and Agrometeorology,249,150,67.35,55.0,True,1,admitted,"A1, C4, C5, B2, B3"
Social Sciences,Geography,332,150,61.8,55.0,True,2,admitted,"B3, C6, C4, C4, C6"
Social Sciences,Political Science,246,180,63.9,62.5,True,1,admitted,"C4, C6, C4, A1, B3"
Social Sciences,Criminology and Security Studies,312,200,66.8,55.0,True,2,admitted,"C5, A1, A1, B3, C5"
Pharmacy,Doctor of Pharmacy,194,240,56.1,55.0,True,1,not admitted,"B2, C4, C4, C5, B3"
Social Sciences,Criminology and Security Studies,200,200,47.0,55.0,True,2,not admitted,"C5, B3, C5, B2, B3"
Environmental Design and Management,Survey and Geo-informatics,315,150,63.25,55.0,True,2,admitted,"B2, C6, C6, A1, C4"
Management Sciences,Public Administration,142,160,45.3,55.0,True,2,not admitted,"B2, C4, B2, A1, B2"
Communications and Media Studies,Journalism,290,150,55.5,64.0,True,2,not admitted,"C6, C4, C5, C4, C4"
Science,Mathematics,159,150,50.85,55.5,True,1,not admitted,"B2, C5, C4, B3, C4"
Communications and Media Studies,Mass Communication,349,220,72.35,66.3,True,2,admitted,"C4, B3, C5, B2, A1"
Basic Medical Science,Medical Laboratory Science,205,200,48.75,72.3,True,2,not admitted,"C4, B3, C4, B2, C4"
Environmental Design and Management,Estate Management,195,160,49.25,57.5,True,2,not admitted,"C5, B2, B2, C5, A1"
Education,Health Education,184,150,50.6,57.95,True,1,not admitted,"C4, A1, C6, C5, C6"
Pharmacy,Doctor of Pharmacy,273,240,60.95,55.0,True,2,admitted,"B3, B2, B3, B3, C4"
Pharmacy,Doctor of Pharmacy,199,240,44.85,55.0,True,2,not admitted,"B3, C6, B2, C6, B3"
Management Sciences,Finance,298,160,63.7,55.0,True,2,admitted,"A1, C5, B3, C5, B2"
Environmental Design and Management,Urban and Regional Planning,276,150,62.4,56.0,True,1,admitted,"C5, C6, B3, C6, C4"
College of Medicine,Medicine and Surgery,289,260,70.35,55.0,True,1,admitted,"C5, B3, B2, B3, C5"
Management Sciences,Public Administration,229,160,56.35,55.0,True,1,admitted,"B2, C6, C5, C6, C4"
Management Sciences,Finance,242,160,52.3,55.0,True,2,not admitted,"B3, C4, C6, C4, B2"
Social Sciences,Geography,177,150,55.55,55.0,True,1,admitted,"B2, B3, C6, C4, A1"
Education,Guidance and Counselling,226,150,70.9,59.05,True,1,admitted,"C4, A1, A1, A1, A1"
Education,Physics Education,286,150,55.9,53.6,True,2,admitted,"C6, B3, B2, C5, C6"
Communications and Media Studies,Broadcasting,328,150,64.2,64.0,True,2,admitted,"B2, B2, C6, C5, C5"
Agriculture,Fisheries and Aquaculture,305,150,62.75,50.3,True,2,admitted,"B2, A1, C5, C4, C6"
Management Sciences,Public Administration,180,160,55.0,55.0,True,1,admitted,"C5, B2, B2, C5, B3"
Environmental Design and Management,Building,246,170,65.9,57.5,True,1,admitted,"C5, B2, B2, C5, B2"
Arts, English and Literary Studies,277,150,52.55,55.0,True,2,not admitted,"C5, C6, C6, C4, B3"
Basic Medical Science,Anatomy,220,180,55.0,63.3,True,1,not admitted,"C5, B3, C6, C5, C4"
Science,Computer Science,177,200,47.55,65.3,True,2,not admitted,"A1, B3, C5, C4, A1"
Science,Biochemistry,315,180,63.25,63.75,True,2,not admitted,"A1, C5, C5, C6, B2"
Social Sciences,Sociology,185,160,54.75,63.95,True,1,not admitted,"A1, C4, C6, B2, C5"
Basic Medical Science,Radiology and Radiography,202,200,55.3,71.3,True,1,not admitted,"C4, B3, C4, C5, C4"
Management Sciences,Accounting,324,200,69.6,55.0,True,1,admitted,"C6, C5, C6, C6, A1"
Agriculture,Food Science and Technology,332,150,82.8,58.0,True,1,admitted,"A1, A1, B2, C5, B3"
Engineering,Civil Engineering,207,200,50.05,65.0,True,1,not admitted,"C6, C5, B3, C6, C6"
Management Sciences,Finance,216,160,56.4,55.0,True,1,admitted,"C5, C6, B3, B3, C4"
Basic Medical Science,Medical Laboratory Science,255,200,62.25,72.3,True,1,not admitted,"C6, C4, C4, C5, B2"
Law,Law,260,240,61.0,55.0,True,2,admitted,"B3, B3, A1, B3, B3"
Arts, English and Literary Studies,142,150,37.3,55.0,True,2,not admitted,"C6, B3, B3, C4, B3"
Management Sciences,Public Administration,328,160,81.2,55.0,True,1,admitted,"A1, B2, C4, B3, B3"
Education,Guidance and Counselling,349,150,71.35,59.05,True,2,admitted,"B3, B2, C5, C4, B2"
Social Sciences,Psychology,233,150,61.95,64.5,True,1,not admitted,"C4, B2, C5, B2, C5"
College of Medicine,Medicine and Surgery,194,260,58.1,55.0,True,1,not admitted,"C5, B3, A1, C5, B2"
Environmental Design and Management,Estate Management,196,160,55.4,57.5,True,1,not admitted,"B3, B2, B2, C6, C6"
Communications and Media Studies,Mass Communication,194,220,56.1,66.3,True,1,not admitted,"B3, B2, C5, B2, C6"
Basic Medical Science,Nursing Science,185,150,52.75,55.0,True,1,not admitted,"B3, C4, C6, C4, B3"
Engineering,Computer Engineering,258,200,57.7,64.3,True,2,not admitted,"B3, A1, C6, B2, C4"
Communications and Media Studies,Mass Communication,212,220,51.8,66.3,True,1,not admitted,"C6, C5, C5, C6, B3"
Law,Law,167,240,57.05,55.0,True,1,not admitted,"A1, A1, C6, B2, B3"
Social Sciences,Psychology,307,150,62.05,64.5,True,2,not admitted,"B3, C6, C6, B2, B2"
Engineering,Mechatronics Engineering,335,220,68.25,65.0,True,2,admitted,"C4, C4, B2, B2, C5"
Management Sciences,Accounting,306,200,59.9,55.0,True,2,admitted,"C5, A1, C5, C5, C5"
Agriculture,Soil Science and Land Resources Management,262,150,58.3,55.0,True,2,admitted,"C5, A1, C4, C5, A1"
Agriculture,Hospitality and Tourism Management,196,150,47.4,58.45,True,2,not admitted,"C4, C5, A1, C5, B2"
Agriculture,Hospitality and Tourism Management,181,150,51.15,58.45,True,1,not admitted,"C5, C6, C4, A1, C5"
Communications and Media Studies,Pulic Relations,338,150,78.7,55.0,True,1,admitted,"A1, C6, A1, C5, C4"
Communications and Media Studies,Mass Communication,243,220,48.45,66.3,True,2,not admitted,"B3, C5, C5, C6, C4"
Basic Medical Science,Medical Laboratory Science,347,200,65.05,72.3,True,2,not admitted,"C6, A1, C5, C5, C5"
Communications and Media Studies,Mass Communication,199,220,59.85,66.3,True,1,not admitted,"B2, C6, B3, B3, A1"
Education,Physics Education,329,150,64.35,53.6,True,2,admitted,"C4, A1, B3, C6, C6"
Engineering,Electrical and Electronics Engineering,266,200,68.9,63.3,True,1,admitted,"C5, B2, C5, B2, B2"
Pharmacy,Doctor of Pharmacy,301,240,62.15,55.0,True,2,admitted,"A1, C5, C5, C6, A1"
Environmental Design and Management,Building,198,170,58.7,57.5,True,1,admitted,"C4, A1, A1, C5, C5"
Agriculture,Water Resources Management and Agrometeorology,349,150,81.35,55.0,True,1,admitted,"B2, A1, B2, C6, C5"
Science,Physics,196,150,50.4,56.5,True,2,not admitted,"C4, B3, B3, A1, B3"
Environmental Design and Management,Architecture,208,210,63.2,66.25,True,1,not admitted,"B3, A1, B3, C5, A1"
Agriculture,Agricultural Economics and Extension,239,150,54.85,57.8,True,2,not admitted,"C6, A1, B3, C5, A1"
Social Sciences,Psychology,295,150,73.25,64.5,True,1,admitted,"B3, C6, A1, C5, A1"
Education,Human Kinetics,277,150,68.55,54.9,True,1,admitted,"B3, A1, C6, B2, C6"
Arts,Linguistics and Language,155,150,51.25,55.0,True,1,not admitted,"C4, B2, C4, B3, C4"
Engineering,Mechanical Engineering,173,200,55.95,65.0,True,1,not admitted,"C6, B2, C5, A1, A1"
Engineering,Electrical and Electronics Engineering,323,200,68.45,63.3,True,2,admitted,"B3, B3, C4, A1, C4"
Arts,Linguistics and Language,265,150,62.75,55.0,True,1,admitted,"C4, A1, C6, C6, C5"
Environmental Design and Management,Building,191,170,42.65,57.5,True,2,not admitted,"B2, C6, C6, C5, B2"
Education,Guidance and Counselling,280,150,57.0,59.05,True,2,not admitted,"C5, A1, C5, C5, C4"
Communications and Media Studies,Mass Communication,306,220,61.9,66.3,True,2,not admitted,"C4, B3, A1, C5, C6"
Environmental Design and Management,Estate Management,182,160,58.3,57.5,True,1,admitted,"C6, B3, B3, A1, A1"
Pharmacy,Doctor of Pharmacy,207,240,44.05,55.0,True,2,not admitted,"C6, B2, C6, B3, C5"
Pharmacy,Doctor of Pharmacy,346,240,82.9,55.0,True,1,admitted,"C6, B2, B3, B2, A1"
Communications and Media Studies,Mass Communication,177,220,55.55,66.3,True,1,not admitted,"C5, B2, C5, B2, B2"
Law,Law,170,240,46.5,55.0,True,1,not admitted,"C5, C6, C4, C5, C4"
Agriculture,Animal Production and Health,157,150,53.55,61.3,True,1,not admitted,"A1, A1, C5, B2, C6"
Engineering,Computer Engineering,292,200,55.8,64.3,True,2,not admitted,"C6, C6, B3, C5, B3"
Arts, English and Literary Studies,285,150,68.75,55.0,True,1,admitted,"C4, B2, B3, C5, C5"
Law,Law,242,240,71.3,55.0,True,1,admitted,"B3, A1, C4, A1, A1"
Education,Chemistry Education,326,150,70.9,55.0,True,1,admitted,"C5, C5, C6, C6, A1"
Management Sciences,Accounting,349,200,81.35,55.0,True,1,admitted,"B2, B2, C4, B3, C5"
Pharmacy,Doctor of Pharmacy,302,240,59.3,55.0,True,2,admitted,"C4, B3, B3, C6, C5"
Environmental Design and Management,Building,250,170,66.5,57.5,True,1,admitted,"B2, C6, A1, C5, B2"
Social Sciences,Demography and Social Statistics,236,150,55.4,60.5,True,2,not admitted,"A1, B3, A1, C5, C5"
Basic Medical Science,Radiology and Radiography,169,200,49.35,71.3,True,2,not admitted,"B3, A1, B2, A1, C4"
Engineering,Computer Engineering,225,200,52.75,64.3,True,2,not admitted,"A1, C6, B3, B3, B3"
Communications and Media Studies,Mass Communication,262,220,53.3,66.3,True,2,not admitted,"C5, C5, B2, C4, C5"
Science,Industrial Chemistry,196,150,46.4,60.5,True,2,not admitted,"B2, C4, C4, C6, B2"
Communications and Media Studies,Mass Communication,276,220,72.4,66.3,True,1,admitted,"C5, B3, B2, A1, B3"
Social Sciences,Economics,338,180,72.7,63.75,True,2,admitted,"B2, B3, A1, B3, C4"
Agriculture,Soil Science and Land Resources Management,293,150,64.95,55.0,True,2,admitted,"C5, A1, B3, C4, A1"
Agriculture,Food Science and Technology,154,150,51.1,58.0,True,1,not admitted,"A1, C5, C4, C5, B2"
Basic Medical Science,Physiology,217,180,58.55,61.5,True,1,not admitted,"C4, B2, B3, C4, C6"
Agriculture,Crop Science and Horticulture,205,150,58.75,57.3,True,1,admitted,"B3, A1, B3, C5, C5"
Communications and Media Studies,Journalism,176,150,57.4,64.0,True,1,not admitted,"C4, B2, A1, C4, B3"
Law,Law,294,240,71.1,55.0,True,1,admitted,"C6, B2, C4, B3, B3"
Basic Medical Science,Physiology,303,180,63.45,61.5,True,2,admitted,"B3, A1, C5, C5, B3"
Pharmacy,Doctor of Pharmacy,325,240,73.75,55.0,True,1,admitted,"A1, C6, B2, C6, C5"
Arts, English and Literary Studies,249,150,51.35,55.0,True,2,not admitted,"C5, C6, A1, C6, B3"
College of Medicine,Medicine and Surgery,194,260,45.1,55.0,True,2,not admitted,"A1, A1, C5, C6, C6"
Basic Medical Science,Radiology and Radiography,211,200,56.65,71.3,True,1,not admitted,"B3, C4, C6, C4, B3"
Environmental Design and Management,Urban and Regional Planning,197,150,58.55,56.0,True,1,admitted,"B3, B2, A1, C5, C5"
Education,Chemistry Education,304,150,64.6,55.0,True,2,admitted,"A1, B2, B3, C6, C4"
Education,Human Kinetics,232,150,62.8,54.9,True,1,admitted,"B3, B3, C6, C4, A1"
Social Sciences,Criminology and Security Studies,156,200,48.4,55.0,True,1,not admitted,"B3, B3, B2, C6, C6"
College of Medicine,Medicine and Surgery,156,260,47.4,55.0,True,1,not admitted,"C6, C4, C4, C4, B3"
Agriculture,Crop Science and Horticulture,238,150,53.7,57.3,True,2,not admitted,"A1, C5, C4, C4, B3"
Basic Medical Science,Medical Laboratory Science,336,200,76.4,72.3,True,1,admitted,"C6, B2, C6, C4, A1"
Basic Medical Science,Medical Laboratory Science,288,200,70.2,72.3,True,1,not admitted,"B3, C5, A1, C6, B3"
Communications and Media Studies,Journalism,243,150,52.45,64.0,True,2,not admitted,"A1, C6, C5, A1, C6"
Basic Medical Science,Radiology and Radiography,167,200,37.05,71.3,True,2,not admitted,"C5, C4, C4, C5, C5"
Communications and Media Studies,Journalism,150,150,56.5,64.0,True,1,not admitted,"A1, B2, B3, A1, C4"
Agriculture,Soil Science and Land Resources Management,331,150,67.65,55.0,True,2,admitted,"B3, C6, B3, C4, A1"
Communications and Media Studies,Journalism,305,150,61.75,64.0,True,2,not admitted,"C6, C4, C5, A1, B3"
Science,Mathematics,335,150,75.25,55.5,True,1,admitted,"B3, C5, B2, C4, C6"
Social Sciences,Psychology,236,150,65.4,64.5,True,1,admitted,"C4, B2, B2, B3, C4"
Communications and Media Studies,Broadcasting,345,150,76.75,64.0,True,1,admitted,"C6, C4, A1, C5, C4"
Education,Mathematics Education,304,150,73.6,55.5,True,2,admitted,"A1, A1, A1, B2, B2"
Engineering,Mechanical Engineering,283,200,51.45,65.0,True,2,not admitted,"B3, C6, C6, C6, C5"
Environmental Design and Management,Building,199,170,44.85,57.5,True,2,not admitted,"C6, C4, B3, B2, C5"
Education,Mathematics Education,308,150,73.2,55.5,True,1,admitted,"B3, C4, C5, B3, B3"
Environmental Design and Management,Estate Management,163,160,40.45,57.5,True,2,not admitted,"B2, A1, C6, C5, C5"
Pharmacy,Doctor of Pharmacy,167,240,45.05,55.0,True,2,not admitted,"B2, B2, C4, C6, A1"
Education,Biology Education,224,150,66.6,55.0,True,1,admitted,"B2, B2, B2, B2, C4"
Pharmacy,Doctor of Pharmacy,260,240,54.0,55.0,True,2,not admitted,"C5, B2, B3, C5, C5"
Arts,Linguistics and Language,307,150,67.05,55.0,True,1,admitted,"C6, C5, C4, C6, B3"
Education,Health Education,148,150,38.2,57.95,True,2,not admitted,"C5, B2, C6, B2, C4"
Communications and Media Studies,Journalism,289,150,73.35,64.0,True,1,admitted,"C5, B3, B2, B2, B3"
Communications and Media Studies,Journalism,295,150,56.25,64.0,True,2,not admitted,"C6, C4, B3, C6, C4"
College of Medicine,Medicine and Surgery,235,260,58.25,55.0,True,1,not admitted,"B3, C6, C6, C4, B3"
Law,Law,212,240,60.8,55.0,True,1,not admitted,"A1, B2, C4, C6, B3"
