<<<<<<< HEAD
faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Management Sciences,Banking and Finance,314,78.25,False,not admitted,"A1, B2, C4, C5, C4"
Engineering,Chemical Engineering,180,55.5,False,not admitted,"C4, C6, C4, C4, C4"
Arts,Philosophy,363,83.38,True,admitted,"C4, B3, C4, B3, B3"
College of MEdicine,Pharmacy,124,53.5,True,not admitted,"C5, C4, B2, A1, C5"
Engineering,Civil Engineering,334,83.75,False,not admitted,"B2, C4, C5, A1, A1"
Scool of Transport,Transport Management and Operations,285,70.62,True,admitted,"C5, C4, C5, C4, B2"
Environmental Science,Environmental Management,173,54.62,True,not admitted,"C5, C5, C4, C5, B3"
Scool of Library Archival and Information Science,Library and information Science,296,74.0,True,admitted,"C5, A1, B3, C4, C5"
Law,Common/Civil Law,160,58.0,False,not admitted,"C6, C4, B2, B3, B2"
College of MEdicine,Radiography & Radiation Science,307,76.38,False,not admitted,"B3, C5, C4, A1, C4"
Science,Mathematics,184,55.0,True,not admitted,"C4, C5, C6, B3, C5"
Law,Common/Civil Law,134,54.75,True,not admitted,"C5, C4, C5, A1, B2"
Social Sciences,Geography and Planning,318,79.75,True,admitted,"C4, C6, A1, B3, A1"
Agriculture,Animal Science,165,63.62,True,not admitted,"B3, C4, A1, B3, A1"
Science,Zoology,324,83.5,False,not admitted,"A1, B3, B3, B2, B3"
College of MEdicine,Medicine & Surgery,304,71.0,False,not admitted,"C5, C6, C5, C4, B2"
Arts,Arabic,367,80.88,False,not admitted,"A1, C6, C4, C5, C4"
Management Sciences,Accounting,120,58.0,True,not admitted,"A1, B3, A1, C4, B3"
Scool of Transport,Transport Management and Operations,328,85.0,True,admitted,"A1, A1, A1, B3, C5"
Social Sciences,Geography and Planning,260,68.5,True,admitted,"B2, C6, B2, C6, B3"
Science,Zoology,215,57.88,True,admitted,"C6, C6, B3, C5, C4"
Scool of Library Archival and Information Science,Library and information Science,262,71.75,True,admitted,"C5, B3, B2, B3, B3"
Science,Fisheries and Aquatic Biology,343,82.88,True,admitted,"C4, B2, B3, A1, C5"
Scool of Transport,Logistics and Supply Chain Management,346,86.25,False,not admitted,"B3, A1, C4, B2, B2"
Science,Computer Science,378,86.25,True,admitted,"B2, C5, C6, B2, A1"
Communication and Media Studies,Mass Communication,176,54.0,False,not admitted,"C5, B3, C5, C6, C4"
Scool of Transport,Transport Management and Operations,237,62.62,True,admitted,"C4, C6, B3, B3, C6"
Scool of Transport,Transport Management and Operations,132,50.5,True,not admitted,"C4, C6, B2, C5, C4"
Engineering,Mechanical Engineering,365,79.62,True,admitted,"B2, C6, C5, C5, B3"
Agriculture,Animal Science,364,77.5,True,admitted,"C5, B3, C5, C6, C4"
Scool of Library Archival and Information Science,Library and information Science,141,65.62,True,not admitted,"A1, A1, A1, B2, B2"
Law,Common/Islamic Law,227,64.38,True,admitted,"C6, B2, C4, C6, A1"
Education,Physical & Health Education,289,76.12,False,not admitted,"C5, A1, C6, A1, B2"
Scool of Transport,Logistics and Supply Chain Management,131,50.38,False,not admitted,"B3, C5, B3, C4, C6"
Engineering,Civil Engineering,309,71.62,False,not admitted,"C5, C6, C4, C4, B3"
Law,Common/Islamic Law,257,67.12,True,admitted,"C6, A1, B2, C5, C6"
Education,Biology Education,252,76.5,False,not admitted,"B3, B2, A1, B3, A1"
Science,Mathematics,259,67.38,False,not admitted,"C5, C6, C4, B2, B3"
Arts,Portuguese / English,137,58.12,True,not admitted,"A1, B3, C5, B2, B3"
Communication and Media Studies,Mass Communication,264,74.0,True,admitted,"B2, A1, A1, C6, C4"
Engineering,Electronic and Computer Engineering,258,75.25,False,not admitted,"B2, B2, A1, A1, C6"
Science,Physics,164,64.5,False,not admitted,"B2, A1, A1, C5, B2"
Agriculture,Agricultural Economics,222,67.75,False,not admitted,"B2, C6, B2, B2, B3"
Law,Common/Civil Law,266,74.25,False,not admitted,"B3, C4, A1, B2, C4"
Arts,Islamic Studies,251,76.38,False,not admitted,"B3, A1, A1, C4, A1"
Management Sciences,Industrial Relations and Human Resouce Management,193,65.12,True,not admitted,"B3, B3, C5, A1, B2"
Scool of Library Archival and Information Science,Library and information Science,166,58.75,True,not admitted,"C4, C4, B3, C4, B2"
Science,Fisheries and Aquatic Biology,217,65.12,True,admitted,"B2, B3, B2, C6, C4"
Arts,History and International studies,272,69.0,True,admitted,"C5, C4, C6, A1, C4"
Engineering,Chemical Engineering,224,58.0,True,admitted,"C6, B3, C5, C6, C5"
Scool of Transport,Transport Management and Operations,396,86.5,True,admitted,"A1, B2, C6, C5, C4"
Agriculture,Animal Science,320,77.0,False,not admitted,"C5, C4, B3, B3, B3"
Agriculture,Animal Science,148,52.5,False,not admitted,"B2, B2, C6, C6, C5"
Communication and Media Studies,Mass Communication,278,69.75,False,not admitted,"B2, C6, B2, C6, C4"
Communication and Media Studies,Mass Communication,249,73.12,False,not admitted,"A1, A1, C4, B3, C4"
Education,Physical & Health Education,279,73.88,False,not admitted,"C5, C4, A1, C5, A1"
Agriculture,Animal Science,165,65.62,True,not admitted,"B3, A1, C4, A1, A1"
Science,Fisheries and Aquatic Biology,398,85.75,True,admitted,"A1, C4, C4, C6, C4"
Arts,Christian Religious Studies,182,68.75,False,not admitted,"A1, B2, A1, B3, B2"
Arts,Islamic Studies,351,79.88,True,admitted,"C5, B3, C5, B2, C4"
Science,Computer Science,267,71.38,False,not admitted,"B2, A1, C5, C6, B3"
Communication and Media Studies,Mass Communication,304,68.0,False,not admitted,"C5, C4, C5, C5, C6"
Scool of Transport,Transport Management and Operations,285,79.62,True,admitted,"B2, A1, A1, C5, B2"
Social Sciences,Sociology,256,67.0,True,admitted,"B3, C6, A1, C6, C4"
Agriculture,Agricultural Extension & Rural Development,359,80.88,True,admitted,"C6, A1, B2, C5, C5"
Agriculture,Animal Science,137,59.12,True,not admitted,"C4, B3, A1, B2, B3"
Education,Special Education,358,82.75,True,admitted,"C4, B3, B2, C6, B2"
Engineering,Civil Engineering,261,62.62,True,admitted,"C5, C5, B3, C6, C6"
Scool of Library Archival and Information Science,Library and information Science,207,64.88,True,admitted,"C5, B2, C5, B3, A1"
Science,Microbiology,164,58.5,True,not admitted,"A1, B2, C5, C5, C4"
College of MEdicine,Physiotherapy,326,74.75,False,not admitted,"B2, C4, C6, C4, C5"
Engineering,Civil Engineering,371,87.38,False,not admitted,"A1, B3, C5, B3, B2"
Arts,History and International studies,213,69.62,False,not admitted,"A1, B2, A1, C5, B3"
Education,Educational Management,225,65.12,False,not admitted,"B2, C6, B2, B2, C6"
Management Sciences,Project Management,139,54.38,True,not admitted,"C5, B2, C4, C5, B2"
Science,Science Laboratory Technology,338,82.25,False,not admitted,"A1, B3, C5, C4, B2"
Engineering,Civil Engineering,240,67.0,True,admitted,"C6, B3, B3, C5, A1"
College of MEdicine,Medical Laboratory Science,318,76.75,False,not admitted,"B2, C6, B3, B2, C5"
Scool of Transport,Transport Management and Operations,239,68.88,True,admitted,"B3, A1, A1, C6, C5"
Agriculture,Agricultural Economics,194,56.25,False,not admitted,"C4, C6, C5, B2, C6"
Arts,History and International studies,291,75.38,True,admitted,"B2, C5, B2, C6, A1"
Environmental Science,Fine Arts,127,56.88,False,not admitted,"B3, C4, B2, B3, B2"
College of MEdicine,Medicine & Surgery,327,82.88,True,admitted,"B2, B3, B3, B2, B3"
Communication and Media Studies,Mass Communication,193,58.12,True,not admitted,"C6, A1, C6, C6, B2"
Arts,Yoruba,256,68.0,False,not admitted,"A1, C6, C5, B2, C5"
College of MEdicine,Pharmacology,326,71.75,True,admitted,"C5, C4, C6, C4, C5"
Engineering,Industrial Enginerring,125,53.62,True,not admitted,"C6, A1, B2, C5, B3"
Scool of Library Archival and Information Science,Library and information Science,377,83.12,True,admitted,"C4, C5, A1, C6, B3"
Scool of Library Archival and Information Science,Library and information Science,345,81.12,True,admitted,"C4, C5, C4, B3, A1"
Environmental Science,Building,315,68.38,True,admitted,"B3, C5, C6, C6, C6"
Arts,Arabic,330,78.25,False,not admitted,"B3, B2, C6, C4, B3"
Social Sciences,Economics,394,81.25,True,admitted,"C6, C5, B3, C4, C5"
Education,Early Childhood Education,170,60.25,True,not admitted,"B2, C6, C4, A1, B3"
Engineering,Chemical Engineering,332,79.5,True,admitted,"C5, C6, A1, C4, A1"
Science,Fisheries and Aquatic Biology,339,74.38,True,admitted,"C5, C4, B2, C6, C6"
Arts,Philosophy,343,78.88,True,admitted,"C6, C4, B3, C5, A1"
College of MEdicine,Radiography & Radiation Science,172,57.5,False,not admitted,"C6, B3, A1, C4, C5"
Environmental Science,Industrial Design,146,54.25,True,not admitted,"C5, C6, B2, C4, B2"
Social Sciences,Economics,232,63.0,True,admitted,"B3, C6, C6, B2, C4"
Scool of Transport,Transport Management and Operations,146,62.25,True,not admitted,"B2, B2, B2, B3, B2"
Law,Common/Civil Law,362,85.25,True,admitted,"B2, C6, B2, B2, B3"
Science,Microbiology,125,50.62,False,not admitted,"C4, C4, C4, C5, B3"
Scool of Library Archival and Information Science,Library and information Science,304,72.0,True,admitted,"C5, B2, B3, C5, C6"
Environmental Science,Architecture,237,63.62,True,admitted,"B2, C5, C6, C4, C4"
Education,History Education,218,67.25,False,not admitted,"B2, B3, B2, B2, C6"
College of MEdicine,Dentistry,314,75.25,False,not admitted,"C5, B2, C5, B3, C4"
Social Sciences,Sociology,181,60.62,True,not admitted,"C4, B2, C5, A1, C5"
Engineering,Aeronautical and Astronautical Engineering,266,74.25,False,not admitted,"C5, A1, C5, A1, B2"
Agriculture,Crop Production,217,66.12,False,not admitted,"C4, B2, A1, C5, C4"
Law,Common/Civil Law,292,75.5,False,not admitted,"A1, C6, A1, C5, B3"
College of MEdicine,Medicine & Surgery,277,63.62,False,not admitted,"C6, B3, C6, C6, C5"
Engineering,Electronic and Computer Engineering,169,58.12,True,not admitted,"B2, A1, C4, C6, C5"
Science,Zoology,255,65.88,True,admitted,"A1, C5, C6, B3, C6"
Engineering,Electronic and Computer Engineering,304,73.0,True,admitted,"C5, C5, C5, A1, C4"
Law,Common/Islamic Law,358,82.75,False,not admitted,"C6, B3, C5, A1, B2"
College of MEdicine,Pharmacy,322,80.25,True,admitted,"B2, C4, C4, C4, A1"
Social Sciences,Economics,252,66.5,True,admitted,"B2, B3, C6, C4, C5"
Science,Science Laboratory Technology,346,83.25,False,not admitted,"B3, B3, B2, C5, B2"
College of MEdicine,Radiography & Radiation Science,129,49.12,False,not admitted,"C6, A1, C5, C6, C4"
Scool of Library Archival and Information Science,Library and information Science,270,72.75,True,admitted,"C4, C5, B3, B3, A1"
Arts,History and International studies,125,53.62,False,not admitted,"B2, B3, A1, C5, C6"
Agriculture,Animal Science,209,58.12,False,not admitted,"A1, C6, C5, C6, C5"
Scool of Library Archival and Information Science,Library and information Science,273,67.12,True,admitted,"B3, C6, C6, C6, A1"
Arts,Portuguese / English,205,66.62,True,admitted,"B3, B3, C5, A1, B2"
Management Sciences,Accounting,296,80.0,False,not admitted,"C6, B2, A1, B2, A1"
Engineering,Mechanical Engineering,175,56.88,True,not admitted,"C4, C6, C5, B3, B2"
Law,Common/Civil Law,160,62.0,True,not admitted,"C4, B2, A1, C4, B2"
Engineering,Electronic and Computer Engineering,319,79.88,True,admitted,"C6, B3, A1, A1, C4"
Arts,Philosophy,385,83.12,True,admitted,"C4, B3, B2, C5, C6"
Arts,Islamic Studies,170,54.25,True,not admitted,"C5, C4, B2, C5, C6"
Education,Christian Religious Studies Education,384,81.0,False,not admitted,"C5, A1, C6, C5, C5"
Social Sciences,Geography and Planning,221,68.62,True,admitted,"B2, B2, C4, C5, A1"
Arts,Christian Religious Studies,125,53.62,False,not admitted,"A1, B2, C6, B3, C5"
Arts,Linguistics,296,76.0,True,admitted,"B2, C5, A1, C5, B3"
Management Sciences,Marketing,202,60.25,True,admitted,"B2, B3, C5, C4, C6"
College of MEdicine,Nursing,189,52.62,False,not admitted,"C5, C6, C5, C6, C4"
Scool of Library Archival and Information Science,Library and information Science,313,85.12,False,not admitted,"B2, B2, A1, A1, B3"
Scool of Library Archival and Information Science,Library and information Science,162,57.25,False,not admitted,"C6, B2, B2, C5, B3"
Engineering,Industrial Enginerring,370,83.25,True,admitted,"A1, A1, C5, C5, C6"
Social Sciences,Psychology,177,62.12,True,not admitted,"C4, B2, B3, A1, C5"
Management Sciences,Insurance,365,80.62,True,admitted,"C6, B3, B2, C4, C5"
Scool of Transport,Transport Management and Operations,318,74.75,True,admitted,"A1, B2, C6, C5, C6"
Management Sciences,Accounting,121,54.12,True,not admitted,"C6, B2, B2, B2, C4"
Management Sciences,Local Government Development and Administration,390,79.75,True,admitted,"C4, B3, C6, C6, C5"
Science,Botany,158,57.75,False,not admitted,"A1, C6, C4, C4, B2"
Science,Microbiology,379,89.38,True,admitted,"C6, A1, B2, A1, B3"
Engineering,Electronic and Computer Engineering,317,80.62,True,admitted,"A1, C6, B3, A1, B3"
Environmental Science,Building,257,74.12,False,not admitted,"C5, B2, B3, B2, A1"
College of MEdicine,Physiology,213,64.62,True,admitted,"C5, A1, C4, B2, C5"
Arts,Peace Studies,195,60.38,False,not admitted,"C6, C6, B3, B2, B2"
Education,Arabic Education,347,84.38,True,admitted,"A1, C5, C4, A1, B3"
Education,Physics Education,210,66.25,True,admitted,"A1, B2, C4, C4, C4"
Management Sciences,Public Administration,129,57.12,True,not admitted,"A1, A1, C6, C5, A1"
Scool of Transport,Transport Management and Operations,178,63.25,True,not admitted,"C5, B3, B2, B3, A1"
Social Sciences,Economics,189,63.62,False,not admitted,"A1, C6, B3, A1, C4"
Environmental Science,Urban and Regional Planning,338,81.25,False,not admitted,"B2, C5, A1, C5, B3"
Social Sciences,Geography and Planning,202,63.25,True,admitted,"A1, C5, C5, B3, B3"
Social Sciences,Political Science,192,64.0,True,not admitted,"C5, C4, A1, C4, A1"
Engineering,Aeronautical and Astronautical Engineering,195,54.38,True,admitted,"C6, C6, C6, C6, A1"
College of MEdicine,Pharmacy,198,64.75,True,admitted,"B3, B2, B2, C4, C4"
Scool of Transport,Transport Management and Operations,389,96.62,True,admitted,"A1, A1, A1, B3, A1"
Environmental Science,Urban and Regional Planning,349,85.62,True,admitted,"A1, A1, A1, C5, C5"
Arts,Music,294,74.75,False,not admitted,"C4, B2, C4, B2, C5"
Agriculture,Animal Science,306,72.25,True,admitted,"C6, B3, C5, C4, B3"
Law,Common/Civil Law,205,69.62,True,admitted,"A1, A1, B3, C4, B2"
Scool of Library Archival and Information Science,Library and information Science,229,61.62,True,admitted,"C4, C5, B2, C6, C5"
Education,Arabic Education,263,72.88,True,admitted,"B2, C4, C6, A1, B2"
College of MEdicine,Radiography & Radiation Science,205,62.62,True,admitted,"B2, B2, C5, C6, B3"
Social Sciences,Geography and Planning,301,74.62,False,not admitted,"C5, A1, C5, A1, C6"
Social Sciences,Psychology,271,73.88,False,not admitted,"C4, C4, A1, C5, A1"
Education,Political Science Education,207,67.88,False,not admitted,"B3, A1, B2, C5, B2"
Agriculture,Animal Science,164,57.5,True,not admitted,"B3, C5, A1, C6, B3"
Environmental Science,Building,346,83.25,False,not admitted,"B3, A1, B3, C6, B2"
Education,Special Education,360,89.0,False,not admitted,"B2, A1, B2, B2, C4"
Engineering,Electronic and Computer Engineering,137,53.12,False,not admitted,"A1, C5, B3, C5, C5"
Law,Common/Islamic Law,222,73.75,True,admitted,"B3, A1, A1, B3, A1"
Law,Common/Islamic Law,241,73.12,True,admitted,"B2, C4, B3, B2, A1"
Scool of Transport,Logistics and Supply Chain Management,294,77.75,False,not admitted,"B3, B3, C6, A1, A1"
Environmental Science,Urban and Regional Planning,380,82.5,False,not admitted,"B2, C5, B3, C4, C6"
Education,Economics Education,221,74.62,True,admitted,"B2, A1, A1, A1, B3"
Communication and Media Studies,Mass Communication,358,80.75,False,not admitted,"A1, C4, C5, C6, B3"
Science,Zoology,193,58.12,True,not admitted,"B3, C5, B3, C5, C5"
Science,Chemistry,289,74.12,True,admitted,"C4, C5, B2, C4, B2"
Management Sciences,Taxation,175,62.88,True,not admitted,"B3, C4, C4, B2, A1"
Scool of Library Archival and Information Science,Library and information Science,262,69.75,True,admitted,"C4, C5, C5, A1, B3"
Education,Islamic Studies Education,385,91.12,True,admitted,"B2, A1, B2, C5, B2"
Social Sciences,Psychology,285,73.62,True,admitted,"B3, A1, B3, C6, C4"
Education,Health Education,168,64.0,True,not admitted,"C6, A1, A1, B2, B2"
Management Sciences,Public Administration,282,70.25,False,not admitted,"C5, C4, C6, B2, B3"
Scool of Transport,Transport Management and Operations,121,45.12,True,not admitted,"B2, C5, C6, C6, C6"
Education,Chemistry Education,275,74.38,True,admitted,"B3, B2, A1, C4, C5"
College of MEdicine,Radiography & Radiation Science,207,69.88,True,admitted,"A1, B2, B3, C4, A1"
Management Sciences,Business Administration,231,63.88,False,not admitted,"C4, C4, C4, B3, C5"
Arts,History and International studies,211,62.38,True,admitted,"C6, A1, A1, C5, C6"
Law,Common/Civil Law,156,57.5,True,not admitted,"C4, B3, B3, A1, C6"
Communication and Media Studies,Mass Communication,346,76.25,False,not admitted,"B2, C4, C6, C4, C6"
Communication and Media Studies,Mass Communication,208,66.0,True,admitted,"C6, B3, A1, B2, B3"
Environmental Science,Architecture,229,69.62,False,not admitted,"C5, A1, C4, A1, B3"
Science,Biochemistry,276,69.5,True,admitted,"C4, C5, C4, B3, C4"
Communication and Media Studies,Mass Communication,183,61.88,False,not admitted,"C4, A1, C4, C4, B3"
Management Sciences,Project Management,347,84.38,False,not admitted,"A1, A1, C6, B3, B3"
Law,Common/Islamic Law,309,71.62,True,admitted,"C6, C5, B3, B3, C5"
Arts,Linguistics,394,98.25,True,admitted,"A1, A1, A1, A1, B2"
Agriculture,Crop Production,264,68.0,False,not admitted,"B3, C4, A1, C6, C6"
Environmental Science,Industrial Design,203,61.38,True,admitted,"B2, C6, C4, C4, B3"
Management Sciences,Industrial Relations and Human Resouce Management,291,74.38,False,not admitted,"C6, C5, B2, B3, A1"
Environmental Science,Urban and Regional Planning,302,82.75,True,admitted,"A1, B3, B2, B2, B2"
Scool of Transport,Transport Management and Operations,177,60.12,True,not admitted,"B2, B3, C5, C6, A1"
