Faculty,Department,UTME_Score,Screening_Score,Olevel_Valid,olevel_avg_points,admitted_numeric
Social Sciences,Geography and Planning Science,342,84.3,1,6.6,1
Social Sciences,Economics,163,45.45,0,4.2,0
Medicine,Medicine and Surgery,288,64.2,0,4.2,0
Engineering,Mechanical Engineering,322,83.3,1,7.0,1
Arts,French,182,56.3,1,5.8,1
Law,Law,383,77.45,0,4.0,0
Management Sciences,Industrial Relations and Personnel Management,342,80.3,1,5.8,1
Management Sciences,Entrepreneurship,306,73.9,1,5.6,1
Science,Geology,238,65.7,1,6.0,1
Management Sciences,Accounting,329,80.35,1,6.2,1
Education,Education Christian Religious Studies,266,69.9,0,6.0,0
Law,Law,296,66.4,0,4.4,0
Science,Plant Sciences and Biotechnology,247,66.05,0,5.8,0
Arts,Theatre and Media Arts,289,68.35,0,5.0,0
Science,Physics,170,49.5,1,4.8,0
Arts,Philosophy,279,68.85,0,5.4,0
Agricultural Science,Agricultural Economics and Extension Services,173,43.95,0,3.6,0
Law,Law,396,83.4,1,4.8,1
Social Sciences,Psychology,309,66.35,0,4.0,0
Medicine,Physiology,285,63.75,0,4.2,0
Law,Law,156,46.4,0,4.6,0
Education,Human Kinetics/Physical & Health Education,400,85.0,1,5.0,1
Arts,History & International Studies,281,71.15,1,5.8,1
Engineering,Electrical/Electronic Engineering,389,80.35,0,4.4,0
Education,Business Education - Office Management,252,63.8,1,5.2,1
Education,Guidance and Counselling,144,52.6,1,6.2,1
Management Sciences,Industrial Relations and Personnel Management,278,58.7,0,3.4,0
Engineering,Computer Engineering,275,69.25,1,5.6,1
Agricultural Science,Agricultural Economics and Extension Services,362,74.3,0,4.0,0
Law,Law,395,87.25,0,5.6,0
Education,Physics Education,257,61.55,0,4.6,0
Social Sciences,Tourism Studies,387,79.05,0,4.2,0
Arts,Linguistics & Nigerian Languages,199,56.85,0,5.4,0
Law,Law,225,52.75,0,3.8,0
Social Sciences,Economics,171,44.65,0,3.8,0
Medicine,Anatomy,329,79.35,1,6.0,1
Medicine,Nursing,322,67.3,0,3.8,0
Engineering,Electrical/Electronic Engineering,277,69.55,1,5.6,1
Law,Law,160,59.0,1,7.0,1
Education,Education History,387,77.05,0,3.8,0
Engineering,Mechanical Engineering,270,62.5,0,4.4,0
Law,Law,173,51.95,0,5.2,0
Law,Law,290,72.5,1,5.8,1
Science,Geo-Physics,213,58.95,0,5.4,0
Arts,Islamic Religious Studies/Arabic,209,62.35,1,6.2,1
Education,"Test, Measurement and Evaluation",172,57.8,0,6.4,0
Agricultural Science,Agricultural Economics and Extension Services,366,79.9,1,5.0,1
Science,Chemistry,187,62.05,1,6.8,1
Engineering,Computer Engineering,284,67.6,0,5.0,0
Management Sciences,Industrial Relations and Personnel Management,262,62.3,1,4.6,1
Arts,Yoruba,149,46.35,0,4.8,0
Law,Law,176,43.4,0,3.4,0
Education,Biology Education,283,66.45,0,4.8,0
Social Sciences,Sociology,222,59.3,1,5.2,1
Management Sciences,Entrepreneurship,167,51.05,0,5.2,0
Law,Law,222,56.3,0,4.6,0
Law,Law,176,44.4,0,3.6,0
Arts,French,347,79.05,0,5.4,0
Engineering,Computer Engineering,156,52.4,1,5.8,1
Agricultural Science,Agricultural Economics and Extension Services,386,87.9,1,6.0,1
Arts,Yoruba,277,67.55,0,5.2,0
Law,Law,274,61.1,0,4.0,0
Arts,Islamic Religious Studies/Arabic,286,70.9,1,5.6,1
Science,Mathematics,249,65.35,1,5.6,1
Social Sciences,Psychology,388,80.2,0,4.4,0
Arts,French,347,83.05,1,6.2,1
Science,Science Laboratory Technology,350,77.5,0,5.0,0
Law,Law,198,50.7,0,4.2,0
Education,Library and Information Science,220,56.0,0,4.6,0
Medicine,Medicine and Surgery,338,68.7,0,3.6,0
Science,Biochemistry,204,59.6,0,5.8,0
Medicine,Physiology,224,63.6,1,6.0,1
Management Sciences,Insurance,394,91.1,1,6.4,1
Education,Yoruba Education,386,88.9,1,6.2,1
Management Sciences,Insurance,368,76.2,1,4.2,1
Science,Plant Sciences and Biotechnology,396,89.4,1,6.0,1
Social Sciences,Economics,150,48.5,1,5.2,0
Social Sciences,Environmental Management,158,53.7,1,6.0,1
Law,Law,273,61.95,0,4.2,0
Agricultural Science,Agricultural Economics and Extension Services,272,62.8,1,4.4,1
Social Sciences,Sociology,158,50.7,0,5.4,0
Arts,Theatre and Media Arts,334,75.1,1,5.0,1
Arts,French,232,56.8,1,4.4,1
Agricultural Science,Forestry Resources and Wildlife Management,265,67.75,1,5.6,1
Engineering,Mechanical Engineering,271,62.65,0,4.4,0
Arts,Theatre and Media Arts,383,80.45,0,4.6,0
Education,Building and Woodwork Technology,288,71.2,0,5.6,0
Management Sciences,Cooperative Studies,205,54.75,0,4.8,0
Law,Law,281,72.15,1,6.0,1
Science,Biochemistry,224,61.6,0,5.6,0
Law,Law,295,67.25,0,4.6,0
Social Sciences,Tourism Studies,314,74.1,0,5.4,0
Social Sciences,Geography and Planning Science,214,59.1,1,5.4,1
Agricultural Science,Agricultural Economics and Extension Services,148,45.2,0,4.6,0
Law,Law,231,51.65,0,3.4,0
Arts,English & Literary Studies,215,59.25,1,5.4,1
Arts,Linguistics & Nigerian Languages,246,69.9,1,6.6,1
Education,Yoruba Education,213,58.95,0,5.4,0
Engineering,Electrical/Electronic Engineering,341,69.15,0,3.6,0
Law,Law,202,56.3,1,5.2,1
Social Sciences,Geography and Planning Science,265,64.75,1,5.0,1
Medicine,Nursing,309,75.35,0,5.8,0
Agricultural Science,"Crop, Horticulture and Landscape Design",296,63.4,0,3.8,0
Social Sciences,Geography and Planning Science,261,66.15,1,5.4,1
Medicine,Nursing,315,78.25,1,6.2,1
Arts,Religious Studies,328,75.2,1,5.2,1
Social Sciences,Environmental Management,226,63.9,1,6.0,1
Social Sciences,Tourism Studies,363,88.45,1,6.8,1
Law,Law,374,76.1,0,4.0,0
Arts,Christian Religious Studies,362,81.3,1,5.4,1
Agricultural Science,"Crop, Horticulture and Landscape Design",313,70.95,0,4.8,0
Science,Science Laboratory Technology,347,70.05,0,3.6,0
Social Sciences,Economics,290,70.5,1,5.4,1
Medicine,Anatomy,367,82.05,0,5.4,0
Law,Law,396,77.4,0,3.6,0
Arts,Philosophy,200,50.0,0,4.0,0
Medicine,Physiology,252,63.8,1,5.2,1
Education,Biology Education,168,45.2,1,4.0,0
Management Sciences,Banking and Finance,273,68.95,0,5.6,0
Law,Law,291,69.65,1,5.2,1
Science,Geology,278,59.7,0,3.6,0
Social Sciences,Geography and Planning Science,200,60.0,1,6.0,1
Education,Library and Information Science,365,79.75,0,5.0,0
Engineering,Electrical/Electronic Engineering,264,58.6,0,3.8,0
Medicine,Nursing,308,75.2,1,5.8,1
Medicine,Medicine and Surgery,227,59.05,1,5.0,1
Arts,Christian Religious Studies,370,76.5,1,4.2,1
Management Sciences,Banking and Finance,250,70.5,1,6.6,1
Medicine,Physiology,315,80.25,1,6.6,1
Medicine,Nursing,324,73.6,1,5.0,1
Arts,French,330,73.5,1,4.8,1
Education,Geography Education,142,45.3,0,4.8,0
Education,Educational Technology,177,46.55,0,4.0,0
Science,Geology,199,54.85,0,5.0,0
Management Sciences,Cooperative Studies,305,72.75,0,5.4,0
Agricultural Science,"Crop, Horticulture and Landscape Design",313,64.95,0,3.6,0
Agricultural Science,Fisheries and Aquaculture Management,168,50.2,1,5.0,1
Science,Computer Science,344,69.6,1,3.6,1
Law,Law,294,73.1,0,5.8,0
Medicine,Physiology,229,63.35,1,5.8,1
Arts,Christian Religious Studies,290,67.5,1,4.8,1
Medicine,Anatomy,205,55.75,1,5.0,1
Management Sciences,Accounting,217,59.55,1,5.4,1
Management Sciences,Business Administration,183,51.45,1,4.8,1
Science,Mathematics,291,73.65,1,6.0,1
Management Sciences,Actuarial Science,317,65.55,0,3.6,0
Social Sciences,Tourism Studies,314,72.1,0,5.0,0
Medicine,Medicine and Surgery,345,77.75,0,5.2,0
Education,French Education,285,63.75,0,4.2,0
Education,Education Christian Religious Studies,173,47.95,0,4.4,0
Engineering,Computer Engineering,237,74.55,1,7.8,1
Agricultural Science,Fisheries and Aquaculture Management,160,48.0,1,4.8,0
Medicine,Nursing,195,56.25,1,5.4,1
Science,Plant Sciences and Biotechnology,395,86.25,1,5.4,1
Engineering,Civil Engineering,156,41.4,0,3.6,0
Medicine,Nursing,226,54.9,0,4.2,0
Management Sciences,Actuarial Science,322,85.3,1,7.4,1
Engineering,Computer Engineering,259,64.85,0,5.2,0
Arts,Christian Religious Studies,150,54.5,1,6.4,1
Law,Law,205,59.75,0,5.8,0
Social Sciences,Sociology,347,78.05,0,5.2,0
Law,Law,286,65.9,1,4.6,1
Law,Law,183,50.45,0,4.6,0
Law,Law,322,72.3,1,4.8,1
Medicine,Nursing,317,78.55,1,6.2,1
Social Sciences,Political Science,373,81.95,1,5.2,1
Social Sciences,Political Science,197,52.55,0,4.6,0
Engineering,Electrical/Electronic Engineering,336,72.4,0,4.4,0
Engineering,Civil Engineering,396,90.4,1,6.2,1
Agricultural Science,Forestry Resources and Wildlife Management,351,75.65,0,4.6,0
Science,Science Laboratory Technology,340,70.0,0,3.8,0
Medicine,Medicine and Surgery,193,53.95,0,5.0,0
Engineering,Mechanical Engineering,284,67.6,1,5.0,1
Engineering,Civil Engineering,240,60.0,0,4.8,0
Law,Law,185,47.75,0,4.0,0
Education,Agricultural Education,366,74.9,0,4.0,0
Agricultural Science,Fisheries and Aquaculture Management,209,48.35,0,3.4,0
Education,Computer Science Education,178,56.7,1,6.0,1
Law,Law,345,81.75,1,6.0,1
Arts,French,142,44.3,0,4.6,0
Education,Basic/Integrated Science Education,171,45.65,0,4.0,0
Arts,Theatre and Media Arts,340,68.0,1,3.4,1
Arts,Islamic Religious Studies/Arabic,326,73.9,0,5.0,0
Engineering,Electrical/Electronic Engineering,306,68.9,0,4.6,0
Law,Law,232,59.8,1,5.0,1
Social Sciences,Environmental Management,338,69.7,0,3.8,0
Science,Geology,236,59.4,0,4.8,0
Science,Plant Sciences and Biotechnology,205,54.75,1,4.8,1
Engineering,Mechanical Engineering,299,62.85,0,3.6,0
Management Sciences,Cooperative Studies,205,58.75,1,5.6,1
Education,Health Education,354,79.1,1,5.2,1
Social Sciences,Sociology,171,54.65,1,5.8,1
Arts,Linguistics & Nigerian Languages,183,43.45,0,3.2,0
Agricultural Science,Agricultural Economics and Extension Services,227,56.05,0,4.4,0
Medicine,Nursing,267,69.05,1,5.8,1
Engineering,Mechanical Engineering,172,46.8,0,4.2,0
Science,Statistics,268,67.2,0,5.4,0
Law,Law,284,67.6,0,5.0,0
Management Sciences,Actuarial Science,356,76.4,1,4.6,1
Agricultural Science,Animal Production & Health Sciences,311,73.65,0,5.4,0
Science,Industrial Chemistry,386,82.9,0,5.0,0
Agricultural Science,Animal Production & Health Sciences,364,81.6,1,5.4,1
Law,Law,371,82.65,1,5.4,1
Management Sciences,Industrial Relations and Personnel Management,359,82.85,1,5.8,1
Law,Law,315,69.25,0,4.4,0
Education,Business Education - Accounting,259,60.85,1,4.4,1
Engineering,Electrical/Electronic Engineering,214,57.1,1,5.0,1
Social Sciences,Sociology,213,57.95,0,5.2,0
Social Sciences,Political Science,226,52.9,1,3.8,1
Agricultural Science,"Crop, Horticulture and Landscape Design",322,74.3,0,5.2,0
Engineering,Mechanical Engineering,353,77.95,1,5.0,1
Science,Physics,399,82.85,1,4.6,1
Engineering,Electrical/Electronic Engineering,229,55.35,0,4.2,0
Science,Microbiology,184,48.6,0,4.2,0
Medicine,Medicine and Surgery,260,61.0,1,4.4,1
Agricultural Science,Forestry Resources and Wildlife Management,248,58.2,0,4.2,0
Education,Educational Management,278,68.7,1,5.4,1
Engineering,Computer Engineering,370,81.5,1,5.2,1
Management Sciences,Entrepreneurship,218,59.7,1,5.4,1
Law,Law,217,54.55,0,4.4,0
Social Sciences,Political Science,290,70.5,0,5.4,0
Arts,History & International Studies,392,75.8,0,3.4,0
Law,Law,227,70.05,1,7.2,1
Science,Microbiology,161,54.15,1,6.0,1
Education,Electrical/Electronic Technology,249,59.35,1,4.4,1
Social Sciences,Sociology,390,84.5,1,5.2,1
Arts,Christian Religious Studies,396,90.4,1,6.2,1
Science,Computer Science,196,53.4,0,4.8,0
Science,Statistics,344,78.6,0,5.4,0
Management Sciences,Accounting,362,79.3,0,5.0,0
Science,Microbiology,370,85.5,0,6.0,0
Science,Industrial Chemistry,317,81.55,1,6.8,1
Medicine,Physiology,357,75.55,0,4.4,0
Science,Microbiology,270,65.5,1,5.0,1
Arts,Philosophy,215,60.25,1,5.6,1
Education,Educational Technology,378,86.7,1,6.0,1
Social Sciences,Political Science,199,54.85,0,5.0,0
Medicine,Physiology,256,59.4,0,4.2,0
Engineering,Civil Engineering,187,43.05,0,3.0,0
Management Sciences,Insurance,321,68.15,0,4.0,0
Science,Zoology,370,79.5,0,4.8,0
Arts,History & International Studies,163,50.45,1,5.2,1
Social Sciences,Sociology,257,60.55,1,4.4,1
Science,Chemistry,320,76.0,1,5.6,1
Law,Law,180,54.0,0,5.4,0
Medicine,Nursing,162,49.3,1,5.0,0
Education,Education History,370,88.5,1,6.6,1
Social Sciences,Geography and Planning Science,174,49.1,1,4.6,0
Arts,Philosophy,381,78.15,0,4.2,0
Law,Law,305,78.75,1,6.6,1
Agricultural Science,Soil Resources and Environmental Management,159,44.85,0,4.2,0
Social Sciences,Geography and Planning Science,305,70.75,1,5.0,1
Social Sciences,Geography and Planning Science,353,71.95,0,3.8,0
Agricultural Science,Agricultural Economics and Extension Services,203,58.45,1,5.6,1
Medicine,Physiology,209,56.35,0,5.0,0
Arts,Christian Religious Studies,163,46.45,0,4.4,0
Agricultural Science,Forestry Resources and Wildlife Management,194,51.1,0,4.4,0
Social Sciences,Environmental Management,307,70.05,1,4.8,1
Management Sciences,Marketing,292,70.8,1,5.4,1
Medicine,Nursing,395,77.25,0,3.6,0
Medicine,Anatomy,355,76.25,0,4.6,0
Engineering,Electrical/Electronic Engineering,167,48.05,1,4.6,0
Management Sciences,Banking and Finance,243,67.45,1,6.2,1
Agricultural Science,Soil Resources and Environmental Management,152,52.8,1,6.0,1
Arts,Philosophy,358,80.7,1,5.4,1
Engineering,Civil Engineering,391,78.65,1,4.0,1
Management Sciences,Actuarial Science,171,48.65,0,4.6,0
Engineering,Electrical/Electronic Engineering,338,70.7,0,4.0,0
Agricultural Science,Forestry Resources and Wildlife Management,226,64.9,0,6.2,0
Education,Yoruba Education,171,50.65,0,5.0,0
Social Sciences,Environmental Management,398,84.7,1,5.0,1
Education,Education Arabic Studies,144,53.6,0,6.4,0
Medicine,Nursing,154,45.1,0,4.4,0
Social Sciences,Political Science,300,70.0,1,5.0,1
Social Sciences,Political Science,221,54.15,0,4.2,0
Social Sciences,Tourism Studies,280,76.0,1,6.8,1
Engineering,Electrical/Electronic Engineering,224,58.6,0,5.0,0
Arts,Islamic Religious Studies/Arabic,366,81.9,0,5.4,0
Medicine,Anatomy,372,78.8,0,4.6,0
Arts,English & Literary Studies,340,70.0,1,3.8,1
Engineering,Civil Engineering,299,77.85,1,6.6,1
Science,Statistics,291,72.65,0,5.8,0
Medicine,Nursing,342,75.3,0,4.8,0
Science,Mathematics,339,69.85,0,3.8,0
Engineering,Mechanical Engineering,397,80.55,1,4.2,1
Arts,Philosophy,259,61.85,0,4.6,0
Management Sciences,Industrial Relations and Personnel Management,318,74.7,1,5.4,1
Engineering,Electrical/Electronic Engineering,309,78.35,0,6.4,0
Law,Law,342,76.3,0,5.0,0
Arts,Theatre and Media Arts,304,77.6,1,6.4,1
Law,Law,268,65.2,1,5.0,1
Management Sciences,Accounting,214,56.1,0,4.8,0
Arts,Christian Religious Studies,199,54.85,0,5.0,0
Education,Mechanical Technology,244,63.6,0,5.4,0
Science,Biochemistry,340,73.0,1,4.4,1
Management Sciences,Cooperative Studies,230,62.5,0,5.6,0
Agricultural Science,"Crop, Horticulture and Landscape Design",382,85.3,1,5.6,1
Law,Law,316,78.4,1,6.2,1
Agricultural Science,Forestry Resources and Wildlife Management,222,55.3,0,4.4,0
Science,Microbiology,297,71.55,0,5.4,0
Management Sciences,Accounting,146,51.9,0,6.0,0
Social Sciences,Psychology,347,81.05,1,5.8,1
Law,Law,339,78.85,0,5.6,0
Arts,French,272,63.8,1,4.6,1
Education,"Test, Measurement and Evaluation",164,47.6,1,4.6,0
Social Sciences,Sociology,190,58.5,1,6.0,1
Law,Law,353,83.95,1,6.2,1
Education,French Education,325,79.75,1,6.2,1
Agricultural Science,Agricultural Economics and Extension Services,220,57.0,0,4.8,0
Social Sciences,Geography and Planning Science,262,57.3,0,3.6,0
Law,Law,217,51.55,0,3.8,0
Management Sciences,Business Administration,302,66.3,0,4.2,0
Engineering,Civil Engineering,333,71.95,0,4.4,0
Medicine,Anatomy,243,60.45,0,4.8,0
Law,Law,152,49.8,1,5.4,0
Law,Law,282,73.3,1,6.2,1
Arts,History & International Studies,279,61.85,0,4.0,0
Social Sciences,Sociology,313,71.95,1,5.0,1
Arts,Philosophy,293,67.95,0,4.8,0
Management Sciences,Industrial Relations and Personnel Management,391,83.65,1,5.0,1
Agricultural Science,Animal Production & Health Sciences,354,73.1,0,4.0,0
Agricultural Science,Agricultural Economics and Extension Services,179,51.85,0,5.0,0
Arts,Philosophy,349,77.35,0,5.0,0
Science,Physics,196,48.4,0,3.8,0
Education,Guidance and Counselling,385,77.75,0,4.0,0
Medicine,Physiology,371,81.65,1,5.2,1
Engineering,Mechanical Engineering,387,86.05,1,5.6,1
Engineering,Mechanical Engineering,221,59.15,0,5.2,0
Engineering,Electrical/Electronic Engineering,256,57.4,0,3.8,0
Management Sciences,Entrepreneurship,331,86.65,1,7.4,1
Arts,Yoruba,346,78.9,0,5.4,0
Law,Law,284,63.6,0,4.2,0
Social Sciences,Tourism Studies,228,52.2,0,3.6,0
Agricultural Science,Agricultural Economics and Extension Services,204,64.6,1,6.8,1
Medicine,Physiology,156,58.4,1,7.0,1
Management Sciences,Industrial Relations and Personnel Management,226,57.9,1,4.8,1
Management Sciences,Entrepreneurship,323,84.45,1,7.2,1
Education,Guidance and Counselling,238,69.7,1,6.8,1
Medicine,Medicine and Surgery,305,71.75,0,5.2,0
Agricultural Science,Soil Resources and Environmental Management,384,80.6,0,4.6,0
Science,Industrial Chemistry,193,46.95,0,3.6,0
Social Sciences,Sociology,298,66.7,1,4.4,1
Education,Educational Management,391,81.65,0,4.6,0
Medicine,Nursing,212,59.8,1,5.6,1
Arts,Theatre and Media Arts,331,75.65,0,5.2,0
Engineering,Computer Engineering,329,76.35,1,5.4,1
Arts,Religious Studies,323,78.45,1,6.0,1
Arts,Linguistics & Nigerian Languages,353,83.95,1,6.2,1
Law,Law,330,77.5,1,5.6,1
Management Sciences,Actuarial Science,172,58.8,1,6.6,1
Arts,Christian Religious Studies,361,78.15,1,4.8,1
Social Sciences,Political Science,279,59.85,0,3.6,0
Social Sciences,Economics,166,47.9,0,4.6,0
Education,Business Education - Marketing,365,79.75,0,5.0,0
Law,Law,341,73.15,0,4.4,0
Law,Law,231,66.65,1,6.4,1
Arts,History & International Studies,335,81.25,1,6.2,1
Arts,Linguistics & Nigerian Languages,244,54.6,0,3.6,0
Management Sciences,Banking and Finance,329,67.35,0,3.6,0
Law,Law,324,72.6,1,4.8,1
Medicine,Physiology,310,77.5,1,6.2,1
Science,Geology,319,76.85,0,5.8,0
Medicine,Medicine and Surgery,322,72.3,0,4.8,0
Medicine,Anatomy,240,57.0,1,4.2,1
Social Sciences,Environmental Management,340,75.0,0,4.8,0
Law,Law,250,52.5,0,3.0,0
Social Sciences,Psychology,165,57.75,1,6.6,1
Agricultural Science,Forestry Resources and Wildlife Management,281,73.15,1,6.2,1
Law,Law,334,67.1,0,3.4,0
Social Sciences,Sociology,376,79.4,0,4.6,0
Agricultural Science,Soil Resources and Environmental Management,244,62.6,0,5.2,0
Law,Law,380,80.0,0,4.6,0
Medicine,Medicine and Surgery,249,60.35,1,4.6,1
Management Sciences,Actuarial Science,368,85.2,1,6.0,1
Law,Law,370,79.5,0,4.8,0
Medicine,Medicine and Surgery,199,51.85,0,4.4,0
Agricultural Science,Fisheries and Aquaculture Management,165,51.75,0,5.4,0
Social Sciences,Psychology,390,87.5,1,5.8,1
Education,Computer Science Education,252,57.8,0,4.0,0
Arts,Yoruba,336,78.4,1,5.6,1
Engineering,Computer Engineering,176,59.4,0,6.6,0
Agricultural Science,Forestry Resources and Wildlife Management,285,66.75,1,4.8,1
Management Sciences,Business Administration,333,74.95,0,5.0,0
Arts,Yoruba,318,75.7,1,5.6,1
Science,Microbiology,370,83.5,1,5.6,1
Management Sciences,Business Administration,322,70.3,1,4.4,1
Engineering,Computer Engineering,374,85.1,1,5.8,1
Education,Human Kinetics/Physical & Health Education,281,67.15,0,5.0,0
Social Sciences,Environmental Management,370,80.5,0,5.0,0
Agricultural Science,Animal Production & Health Sciences,246,59.9,0,4.6,0
Law,Law,221,65.15,1,6.4,1
Law,Law,187,56.05,1,5.6,1
Arts,Christian Religious Studies,271,66.65,1,5.2,1
Engineering,Computer Engineering,317,78.55,0,6.2,0
Education,Agricultural Education,155,43.25,0,4.0,0
Law,Law,190,46.5,0,3.6,0
Science,Geology,141,52.15,1,6.2,1
Education,Nursery & Primary/Early Childhood Education,263,71.45,0,6.4,0
Engineering,Civil Engineering,332,83.8,1,6.8,1
Science,Microbiology,361,85.15,1,6.2,1
Education,Health Education,387,80.05,0,4.4,0
Arts,Theatre and Media Arts,332,74.8,1,5.0,1
Science,Microbiology,339,68.85,0,3.6,0
Management Sciences,Insurance,289,63.35,0,4.0,0
Agricultural Science,Forestry Resources and Wildlife Management,230,56.5,0,4.4,0
Law,Law,238,51.7,0,3.2,0
Arts,English & Literary Studies,290,69.5,1,5.2,1
Engineering,Computer Engineering,240,61.0,0,5.0,0
Social Sciences,Political Science,261,62.15,1,4.6,1
Social Sciences,Geography and Planning Science,259,61.85,0,4.6,0
