Faculty,Department,UTME_Score,UTME_Cutoff,Aggregate_Score,Aggregate_Cutoff,utme_gap,aggregate_gap,Olevel_Valid,olevel_avg_points,admitted_numeric
Environmental Design and Management,Quantity Surveying,185,170,45.75,60.5,15,-14.75,1,3.6,0
Law,Law,212,240,59.8,55.0,-28,4.8,1,3.6,0
Pharmacy,Doctor of Pharmacy,229,240,52.35,55.0,-11,-2.65,1,3.6,0
Basic Medical Science,Physiology,177,180,59.55,61.5,-3,-1.95,1,4.6,0
Agriculture,Water Resources Management and Agrometeorology,249,150,67.35,55.0,99,12.35,1,4.0,1
Social Sciences,Geography,332,150,61.8,55.0,182,6.8,1,2.4,1
Social Sciences,Political Science,246,180,63.9,62.5,66,1.4,1,3.4,1
Social Sciences,Criminology and Security Studies,312,200,66.8,55.0,112,11.8,1,4.0,1
Pharmacy,Doctor of Pharmacy,194,240,56.1,55.0,-46,1.1,1,3.4,0
Social Sciences,Criminology and Security Studies,200,200,47.0,55.0,0,-8.0,1,3.4,0
Environmental Design and Management,Survey and Geo-informatics,315,150,63.25,55.0,165,8.25,1,3.2,1
Management Sciences,Public Administration,142,160,45.3,55.0,-18,-9.7,1,4.8,0
Communications and Media Studies,Journalism,290,150,55.5,64.0,140,-8.5,1,2.4,0
Science,Mathematics,159,150,50.85,55.5,9,-4.65,1,3.4,0
Communications and Media Studies,Mass Communication,349,220,72.35,66.3,129,6.05,1,4.0,1
Basic Medical Science,Medical Laboratory Science,205,200,48.75,72.3,5,-23.55,1,3.6,0
Environmental Design and Management,Estate Management,195,160,49.25,57.5,35,-8.25,1,4.0,0
Education,Health Education,184,150,50.6,57.95,34,-7.35,1,2.6,0
Pharmacy,Doctor of Pharmacy,273,240,60.95,55.0,33,5.95,1,4.0,1
Pharmacy,Doctor of Pharmacy,199,240,44.85,55.0,-41,-10.15,1,3.0,0
Management Sciences,Finance,298,160,63.7,55.0,138,8.7,1,3.8,1
Environmental Design and Management,Urban and Regional Planning,276,150,62.4,56.0,126,6.4,1,2.2,1
College of Medicine,Medicine and Surgery,289,260,70.35,55.0,29,15.35,1,3.4,1
Management Sciences,Public Administration,229,160,56.35,55.0,69,1.35,1,2.4,1
Management Sciences,Finance,242,160,52.3,55.0,82,-2.7,1,3.2,0
Social Sciences,Geography,177,150,55.55,55.0,27,0.55,1,3.8,1
Education,Guidance and Counselling,226,150,70.9,59.05,76,11.85,1,5.4,1
Education,Physics Education,286,150,55.9,53.6,136,2.3,1,2.6,1
Communications and Media Studies,Broadcasting,328,150,64.2,64.0,178,0.2,1,3.0,1
Agriculture,Fisheries and Aquaculture,305,150,62.75,50.3,155,12.45,1,3.4,1
Management Sciences,Public Administration,180,160,55.0,55.0,20,0.0,1,3.6,1
Environmental Design and Management,Building,246,170,65.9,57.5,76,8.4,1,3.8,1
Arts, English and Literary Studies,277,150,52.55,55.0,127,-2.45,1,2.2,0
Basic Medical Science,Anatomy,220,180,55.0,63.3,40,-8.3,1,2.4,0
Science,Computer Science,177,200,47.55,65.3,-23,-17.75,1,4.2,0
Science,Biochemistry,315,180,63.25,63.75,135,-0.5,1,3.2,0
Social Sciences,Sociology,185,160,54.75,63.95,25,-9.2,1,3.4,0
Basic Medical Science,Radiology and Radiography,202,200,55.3,71.3,2,-16.0,1,3.0,0
Management Sciences,Accounting,324,200,69.6,55.0,124,14.6,1,2.2,1
Agriculture,Food Science and Technology,332,150,82.8,58.0,182,24.8,1,4.6,1
Engineering,Civil Engineering,207,200,50.05,65.0,7,-14.95,1,1.8,0
Management Sciences,Finance,216,160,56.4,55.0,56,1.4,1,2.8,1
Basic Medical Science,Medical Laboratory Science,255,200,62.25,72.3,55,-10.05,1,2.8,0
Law,Law,260,240,61.0,55.0,20,6.0,1,4.4,1
Arts, English and Literary Studies,142,150,37.3,55.0,-8,-17.7,1,3.2,0
Management Sciences,Public Administration,328,160,81.2,55.0,168,26.2,1,4.4,1
Education,Guidance and Counselling,349,150,71.35,59.05,199,12.3,1,3.8,1
Social Sciences,Psychology,233,150,61.95,64.5,83,-2.55,1,3.4,0
College of Medicine,Medicine and Surgery,194,260,58.1,55.0,-66,3.1,1,3.8,0
Environmental Design and Management,Estate Management,196,160,55.4,57.5,36,-2.1,1,3.2,0
Communications and Media Studies,Mass Communication,194,220,56.1,66.3,-26,-10.2,1,3.4,0
Basic Medical Science,Nursing Science,185,150,52.75,55.0,35,-2.25,1,3.0,0
Engineering,Computer Engineering,258,200,57.7,64.3,58,-6.6,1,3.8,0
Communications and Media Studies,Mass Communication,212,220,51.8,66.3,-8,-14.5,1,2.0,0
Law,Law,167,240,57.05,55.0,-73,2.05,1,4.4,0
Social Sciences,Psychology,307,150,62.05,64.5,157,-2.45,1,3.2,0
Engineering,Mechatronics Engineering,335,220,68.25,65.0,115,3.25,1,3.6,1
Management Sciences,Accounting,306,200,59.9,55.0,106,4.9,1,2.8,1
Agriculture,Soil Science and Land Resources Management,262,150,58.3,55.0,112,3.3,1,3.8,1
Agriculture,Hospitality and Tourism Management,196,150,47.4,58.45,46,-11.05,1,3.6,0
Agriculture,Hospitality and Tourism Management,181,150,51.15,58.45,31,-7.3,1,2.8,0
Communications and Media Studies,Pulic Relations,338,150,78.7,55.0,188,23.7,1,3.6,1
Communications and Media Studies,Mass Communication,243,220,48.45,66.3,23,-17.85,1,2.4,0
Basic Medical Science,Medical Laboratory Science,347,200,65.05,72.3,147,-7.25,1,2.6,0
Communications and Media Studies,Mass Communication,199,220,59.85,66.3,-21,-6.45,1,4.0,0
Education,Physics Education,329,150,64.35,53.6,179,10.75,1,3.0,1
Engineering,Electrical and Electronics Engineering,266,200,68.9,63.3,66,5.6,1,3.8,1
Pharmacy,Doctor of Pharmacy,301,240,62.15,55.0,61,7.15,1,3.4,1
Environmental Design and Management,Building,198,170,58.7,57.5,28,1.2,1,3.8,1
Agriculture,Water Resources Management and Agrometeorology,349,150,81.35,55.0,199,26.35,1,3.8,1
Science,Physics,196,150,50.4,56.5,46,-6.1,1,4.2,0
Environmental Design and Management,Architecture,208,210,63.2,66.25,-2,-3.05,1,4.4,0
Agriculture,Agricultural Economics and Extension,239,150,54.85,57.8,89,-2.95,1,3.8,0
Social Sciences,Psychology,295,150,73.25,64.5,145,8.75,1,3.8,1
Education,Human Kinetics,277,150,68.55,54.9,127,13.65,1,3.4,1
Arts,Linguistics and Language,155,150,51.25,55.0,5,-3.75,1,3.6,0
Engineering,Mechanical Engineering,173,200,55.95,65.0,-27,-9.05,1,4.0,0
Engineering,Electrical and Electronics Engineering,323,200,68.45,63.3,123,5.15,1,4.0,1
Arts,Linguistics and Language,265,150,62.75,55.0,115,7.75,1,2.6,1
Environmental Design and Management,Building,191,170,42.65,57.5,21,-14.85,1,2.8,0
Education,Guidance and Counselling,280,150,57.0,59.05,130,-2.05,1,3.0,0
Communications and Media Studies,Mass Communication,306,220,61.9,66.3,86,-4.4,1,3.2,0
Environmental Design and Management,Estate Management,182,160,58.3,57.5,22,0.8,1,4.2,1
Pharmacy,Doctor of Pharmacy,207,240,44.05,55.0,-33,-10.95,1,2.6,0
Pharmacy,Doctor of Pharmacy,346,240,82.9,55.0,106,27.9,1,4.2,1
Communications and Media Studies,Mass Communication,177,220,55.55,66.3,-43,-10.75,1,3.8,0
Law,Law,170,240,46.5,55.0,-70,-8.5,1,2.2,0
Agriculture,Animal Production and Health,157,150,53.55,61.3,7,-7.75,1,4.0,0
Engineering,Computer Engineering,292,200,55.8,64.3,92,-8.5,1,2.4,0
Arts, English and Literary Studies,285,150,68.75,55.0,135,13.75,1,3.2,1
Law,Law,242,240,71.3,55.0,2,16.3,1,5.0,1
Education,Chemistry Education,326,150,70.9,55.0,176,15.9,1,2.4,1
Management Sciences,Accounting,349,200,81.35,55.0,149,26.35,1,3.8,1
Pharmacy,Doctor of Pharmacy,302,240,59.3,55.0,62,4.3,1,2.8,1
Environmental Design and Management,Building,250,170,66.5,57.5,80,9.0,1,3.8,1
Social Sciences,Demography and Social Statistics,236,150,55.4,60.5,86,-5.1,1,4.0,0
Basic Medical Science,Radiology and Radiography,169,200,49.35,71.3,-31,-21.95,1,4.8,0
Engineering,Computer Engineering,225,200,52.75,64.3,25,-11.55,1,3.8,0
Communications and Media Studies,Mass Communication,262,220,53.3,66.3,42,-13.0,1,2.8,0
Science,Industrial Chemistry,196,150,46.4,60.5,46,-14.1,1,3.4,0
Communications and Media Studies,Mass Communication,276,220,72.4,66.3,56,6.1,1,4.2,1
Social Sciences,Economics,338,180,72.7,63.75,158,8.95,1,4.4,1
Agriculture,Soil Science and Land Resources Management,293,150,64.95,55.0,143,9.95,1,4.2,1
Agriculture,Food Science and Technology,154,150,51.1,58.0,4,-6.9,1,3.6,0
Basic Medical Science,Physiology,217,180,58.55,61.5,37,-2.95,1,3.2,0
Agriculture,Crop Science and Horticulture,205,150,58.75,57.3,55,1.45,1,3.6,1
Communications and Media Studies,Journalism,176,150,57.4,64.0,26,-6.6,1,4.2,0
Law,Law,294,240,71.1,55.0,54,16.1,1,3.4,1
Basic Medical Science,Physiology,303,180,63.45,61.5,123,1.95,1,3.6,1
Pharmacy,Doctor of Pharmacy,325,240,73.75,55.0,85,18.75,1,3.0,1
Arts, English and Literary Studies,249,150,51.35,55.0,99,-3.65,1,2.8,0
College of Medicine,Medicine and Surgery,194,260,45.1,55.0,-66,-9.9,1,3.2,0
Basic Medical Science,Radiology and Radiography,211,200,56.65,71.3,11,-14.65,1,3.0,0
Environmental Design and Management,Urban and Regional Planning,197,150,58.55,56.0,47,2.55,1,3.8,1
Education,Chemistry Education,304,150,64.6,55.0,154,9.6,1,3.8,1
Education,Human Kinetics,232,150,62.8,54.9,82,7.9,1,3.6,1
Social Sciences,Criminology and Security Studies,156,200,48.4,55.0,-44,-6.6,1,3.0,0
College of Medicine,Medicine and Surgery,156,260,47.4,55.0,-104,-7.6,1,2.8,0
Agriculture,Crop Science and Horticulture,238,150,53.7,57.3,88,-3.6,1,3.6,0
Basic Medical Science,Medical Laboratory Science,336,200,76.4,72.3,136,4.1,1,3.2,1
Basic Medical Science,Medical Laboratory Science,288,200,70.2,72.3,88,-2.1,1,3.4,0
Communications and Media Studies,Journalism,243,150,52.45,64.0,93,-11.55,1,3.2,0
Basic Medical Science,Radiology and Radiography,167,200,37.05,71.3,-33,-34.25,1,2.4,0
Communications and Media Studies,Journalism,150,150,56.5,64.0,0,-7.5,1,4.8,0
Agriculture,Soil Science and Land Resources Management,331,150,67.65,55.0,181,12.65,1,3.6,1
Communications and Media Studies,Journalism,305,150,61.75,64.0,155,-2.25,1,3.2,0
Science,Mathematics,335,150,75.25,55.5,185,19.75,1,3.0,1
Social Sciences,Psychology,236,150,65.4,64.5,86,0.9,1,4.0,1
Communications and Media Studies,Broadcasting,345,150,76.75,64.0,195,12.75,1,3.0,1
Education,Mathematics Education,304,150,73.6,55.5,154,18.1,1,5.6,1
Engineering,Mechanical Engineering,283,200,51.45,65.0,83,-13.55,1,1.8,0
Environmental Design and Management,Building,199,170,44.85,57.5,29,-12.65,1,3.0,0
Education,Mathematics Education,308,150,73.2,55.5,158,17.7,1,3.4,1
Environmental Design and Management,Estate Management,163,160,40.45,57.5,3,-17.05,1,3.2,0
Pharmacy,Doctor of Pharmacy,167,240,45.05,55.0,-73,-9.95,1,4.0,0
Education,Biology Education,224,150,66.6,55.0,74,11.6,1,4.6,1
Pharmacy,Doctor of Pharmacy,260,240,54.0,55.0,20,-1.0,1,3.0,0
Arts,Linguistics and Language,307,150,67.05,55.0,157,12.05,1,2.2,1
Education,Health Education,148,150,38.2,57.95,-2,-19.75,1,3.2,0
Communications and Media Studies,Journalism,289,150,73.35,64.0,139,9.35,1,4.0,1
Communications and Media Studies,Journalism,295,150,56.25,64.0,145,-7.75,1,2.4,0
College of Medicine,Medicine and Surgery,235,260,58.25,55.0,-25,3.25,1,2.6,0
Law,Law,212,240,60.8,55.0,-28,5.8,1,3.8,0
Education,Chemistry Education,331,150,59.65,55.0,181,4.65,1,2.0,1
Engineering,Mechanical Engineering,322,200,65.3,65.0,122,0.3,1,3.4,1
Agriculture,Crop Science and Horticulture,148,150,48.2,57.3,-2,-9.1,1,3.2,0
Basic Medical Science,Radiology and Radiography,224,200,53.6,71.3,24,-17.7,1,4.0,0
Basic Medical Science,Anatomy,192,180,60.8,63.3,12,-2.5,1,4.4,0
Environmental Design and Management,Architecture,251,210,63.65,66.25,41,-2.6,1,3.2,0
Communications and Media Studies,Mass Communication,200,220,53.0,66.3,-20,-13.3,1,4.6,0
Agriculture,Fisheries and Aquaculture,188,150,52.2,50.3,38,1.9,1,2.8,1
Communications and Media Studies,Broadcasting,303,150,78.45,64.0,153,14.45,1,4.6,1
Management Sciences,Finance,298,160,75.7,55.0,138,20.7,1,4.2,1
Communications and Media Studies,Mass Communication,349,220,77.35,66.3,129,11.05,1,3.0,1
Science,Physics,292,150,64.8,56.5,142,8.3,1,4.2,1
Engineering,Mechatronics Engineering,152,220,32.8,65.0,-68,-32.2,1,2.0,0
Arts,History and International Studies,251,180,67.65,67.8,71,-0.15,1,4.0,0
Arts,History and International Studies,223,180,62.45,67.8,43,-5.35,1,3.8,0
Engineering,Mechatronics Engineering,189,220,51.35,65.0,-31,-13.65,1,2.6,0
Law,Law,176,240,60.4,55.0,-64,5.4,1,4.8,0
Science,Chemistry,340,150,66.0,62.5,190,3.5,1,3.0,1
Engineering,Agricultural and Bio-Resources Engineering,266,160,51.9,55.0,106,-3.1,1,2.4,0
Science,Industrial Chemistry,301,150,79.15,60.5,151,18.65,1,4.8,1
Arts, English and Literary Studies,312,150,71.8,55.0,162,16.8,1,3.0,1
Law,Law,289,240,60.35,55.0,49,5.35,1,3.4,1
Pharmacy,Doctor of Pharmacy,195,240,54.25,55.0,-45,-0.75,1,3.0,0
Basic Medical Science,Anatomy,269,180,64.35,63.3,89,1.05,1,2.8,1
Social Sciences,Geography,341,150,71.15,55.0,191,16.15,1,4.0,1
Social Sciences,Political Science,227,180,61.05,62.5,47,-1.45,1,3.4,0
Pharmacy,Doctor of Pharmacy,252,240,54.8,55.0,12,-0.2,1,3.4,0
Agriculture,Soil Science and Land Resources Management,142,150,52.3,55.0,-8,-2.7,1,4.2,0
Communications and Media Studies,Pulic Relations,302,150,57.3,55.0,152,2.3,1,2.4,1
Environmental Design and Management,Quantity Surveying,159,170,50.85,60.5,-11,-9.65,1,3.4,0
Communications and Media Studies,Broadcasting,230,150,61.5,64.0,80,-2.5,1,3.4,0
Engineering,Agricultural and Bio-Resources Engineering,154,160,52.1,55.0,-6,-2.9,1,3.8,0
Agriculture,Water Resources Management and Agrometeorology,270,150,61.5,55.0,120,6.5,1,4.2,1
Management Sciences,Public Administration,272,160,53.8,55.0,112,-1.2,1,2.6,0
Basic Medical Science,Radiology and Radiography,299,200,66.85,71.3,99,-4.45,1,4.4,0
Management Sciences,Business Administration,338,200,79.7,55.0,138,24.7,1,3.8,1
Pharmacy,Doctor of Pharmacy,223,240,51.45,55.0,-17,-3.55,1,3.6,0
Education,Human Kinetics,172,150,53.8,54.9,22,-1.1,1,3.6,0
Environmental Design and Management,Building,205,170,52.75,57.5,35,-4.75,1,2.4,0
Pharmacy,Doctor of Pharmacy,224,240,59.6,55.0,-16,4.6,1,3.2,0
Basic Medical Science,Anatomy,213,180,48.95,63.3,33,-14.35,1,3.4,0
Arts,Theatre and Media Arts,164,200,44.6,65.8,-36,-21.2,1,4.0,0
Agriculture,Crop Science and Horticulture,195,150,51.25,57.3,45,-6.05,1,2.4,0
Communications and Media Studies,Broadcasting,257,150,55.55,64.0,107,-8.45,1,3.4,0
Communications and Media Studies,Broadcasting,349,150,79.35,64.0,199,15.35,1,3.4,1
Environmental Design and Management,Quantity Surveying,140,170,50.0,60.5,-30,-10.5,1,3.8,0
Science,Microbiology,142,180,46.3,65.75,-38,-19.45,1,5.0,0
Management Sciences,Public Administration,343,160,68.45,55.0,183,13.45,1,3.4,1
Social Sciences,Criminology and Security Studies,158,200,54.7,55.0,-42,-0.3,1,4.2,0
Communications and Media Studies,Broadcasting,350,150,69.5,64.0,200,5.5,1,3.4,1
Pharmacy,Doctor of Pharmacy,340,240,85.0,55.0,100,30.0,1,4.8,1
Environmental Design and Management,Survey and Geo-informatics,175,150,42.25,55.0,25,-12.75,1,3.2,0
Agriculture,Hospitality and Tourism Management,330,150,77.5,58.45,180,19.05,1,3.6,1
Arts,History and International Studies,279,180,54.85,67.8,99,-12.95,1,2.6,0
Environmental Design and Management,Survey and Geo-informatics,253,150,65.95,55.0,103,10.95,1,3.6,1
Social Sciences,Psychology,232,150,60.8,64.5,82,-3.7,1,3.2,0
Basic Medical Science,Anatomy,302,180,71.3,63.3,122,8.0,1,3.2,1
Agriculture,Soil Science and Land Resources Management,232,150,66.8,55.0,82,11.8,1,4.4,1
Communications and Media Studies,Broadcasting,310,150,70.5,64.0,160,6.5,1,2.8,1
Science,Microbiology,170,180,50.5,65.75,-10,-15.25,1,3.0,0
Management Sciences,Accounting,313,200,52.95,55.0,113,-2.05,1,1.2,0
Social Sciences,Demography and Social Statistics,274,150,54.1,60.5,124,-6.4,1,2.6,0
Basic Medical Science,Anatomy,306,180,66.9,63.3,126,3.6,1,4.2,1
Management Sciences,Public Administration,196,160,57.4,55.0,36,2.4,1,3.6,1
Engineering,Civil Engineering,276,200,59.4,65.0,76,-5.6,1,3.6,0
Law,Law,336,240,70.4,55.0,96,15.4,1,4.0,1
Social Sciences,Psychology,153,150,55.95,64.5,3,-8.55,1,4.6,0
Management Sciences,Accounting,341,200,82.15,55.0,141,27.15,1,4.2,1
Agriculture,Soil Science and Land Resources Management,347,150,70.05,55.0,197,15.05,1,3.6,1
Engineering,Electrical and Electronics Engineering,198,200,55.7,63.3,-2,-7.6,1,3.2,0
Basic Medical Science,Anatomy,308,180,58.2,63.3,128,-5.1,1,2.4,0
Science,Microbiology,259,180,52.85,65.75,79,-12.9,1,2.8,0
Pharmacy,Doctor of Pharmacy,348,240,75.2,55.0,108,20.2,1,2.6,1
Environmental Design and Management,Urban and Regional Planning,190,150,62.5,56.0,40,6.5,1,4.8,1
Education,Library and Information Science,252,150,58.8,64.5,102,-5.7,1,4.2,0
Communications and Media Studies,Mass Communication,240,220,53.0,66.3,20,-13.3,1,3.4,0
Law,Law,236,240,64.4,55.0,-4,9.4,1,3.8,0
Arts,History and International Studies,245,180,47.75,67.8,65,-20.05,1,2.2,0
Engineering,Mechanical Engineering,218,200,55.7,65.0,18,-9.3,1,2.6,0
Management Sciences,Public Administration,286,160,58.9,55.0,126,3.9,1,3.2,1
Environmental Design and Management,Building,224,170,60.6,57.5,54,3.1,1,3.4,1
Law,Law,154,240,39.1,55.0,-86,-15.9,1,3.2,0
Basic Medical Science,Medical Laboratory Science,283,200,58.45,72.3,83,-13.85,1,3.2,0
Agriculture,Fisheries and Aquaculture,311,150,59.65,50.3,161,9.35,1,2.6,1
Environmental Design and Management,Survey and Geo-informatics,157,150,38.55,55.0,7,-16.45,1,3.0,0
Engineering,Electrical and Electronics Engineering,204,200,53.6,63.3,4,-9.7,1,2.6,0
Education,Health Education,269,150,73.35,57.95,119,15.4,1,4.6,1
Basic Medical Science,Anatomy,258,180,62.7,63.3,78,-0.6,1,4.8,0
Arts,History and International Studies,154,180,54.1,67.8,-26,-13.7,1,4.2,0
Science,Computer Science,210,200,45.5,65.3,10,-19.8,1,2.8,0
College of Medicine,Medicine and Surgery,327,260,65.05,55.0,67,10.05,1,3.2,1
Agriculture,Animal Production and Health,334,150,75.1,61.3,184,13.8,1,3.0,1
Management Sciences,Public Administration,266,160,65.9,55.0,106,10.9,1,3.2,1
Social Sciences,Criminology and Security Studies,325,200,76.75,55.0,125,21.75,1,3.6,1
Arts,Theatre and Media Arts,184,200,54.6,65.8,-16,-11.2,1,3.4,0
Law,Law,268,240,63.2,55.0,28,8.2,1,2.6,1
Environmental Design and Management,Estate Management,291,160,72.65,57.5,131,15.15,1,3.8,1
Management Sciences,Business Administration,291,200,55.65,55.0,91,0.65,1,2.4,1
Social Sciences,Political Science,143,180,34.45,62.5,-37,-28.05,1,2.6,0
Pharmacy,Doctor of Pharmacy,182,240,48.3,55.0,-58,-6.7,1,4.2,0
Management Sciences,Public Administration,328,160,69.2,55.0,168,14.2,1,4.0,1
Science,Statistics,331,150,80.65,54.5,181,26.15,1,4.2,1
Law,Law,293,240,56.95,55.0,53,1.95,1,2.6,1
College of Medicine,Medicine and Surgery,228,260,46.2,55.0,-32,-8.8,1,2.4,0
Agriculture,Crop Science and Horticulture,257,150,53.55,57.3,107,-3.75,1,3.0,0
Engineering,Computer Engineering,307,200,75.05,64.3,107,10.75,1,3.8,1
Education,Mathematics Education,243,150,62.45,55.5,93,6.95,1,3.2,1
Management Sciences,Public Administration,158,160,37.7,55.0,-2,-17.3,1,2.8,0
College of Medicine,Medicine and Surgery,264,260,51.6,55.0,4,-3.4,1,2.4,0
Communications and Media Studies,Mass Communication,164,220,58.6,66.3,-56,-7.7,1,4.8,0
Science,Zoology,238,150,59.7,55.5,88,4.2,1,2.8,1
Basic Medical Science,Radiology and Radiography,155,200,42.25,71.3,-45,-29.05,1,3.8,0
Arts, English and Literary Studies,280,150,63.0,55.0,130,8.0,1,2.2,1
Law,Law,343,240,69.45,55.0,103,14.45,1,3.6,1
Arts,Linguistics and Language,276,150,54.4,55.0,126,-0.6,1,2.6,0
Law,Law,323,240,72.45,55.0,83,17.45,1,2.8,1
Communications and Media Studies,Mass Communication,298,220,69.7,66.3,78,3.4,1,3.0,1
Environmental Design and Management,Survey and Geo-informatics,225,150,49.75,55.0,75,-5.25,1,3.2,0
Communications and Media Studies,Broadcasting,207,150,54.05,64.0,57,-9.95,1,2.6,0
Pharmacy,Doctor of Pharmacy,177,240,45.55,55.0,-63,-9.45,1,3.8,0
Education,Health Education,328,150,61.2,57.95,178,3.25,1,2.4,1
Management Sciences,Finance,333,160,76.95,55.0,173,21.95,1,3.4,1
Science,Biochemistry,350,180,78.5,63.75,170,14.75,1,3.2,1
Education,Human Kinetics,242,150,72.3,54.9,92,17.4,1,5.2,1
Environmental Design and Management,Architecture,213,210,54.95,66.25,3,-11.3,1,2.6,0
Science,Botany,228,150,53.2,53.5,78,-0.3,1,3.8,0
Pharmacy,Doctor of Pharmacy,191,240,50.65,55.0,-49,-4.35,1,4.4,0
Basic Medical Science,Nursing Science,299,150,62.85,55.0,149,7.85,1,3.6,1
Arts,History and International Studies,315,180,66.25,67.8,135,-1.55,1,1.8,0
Engineering,Meterials and Metallurgical Engineering,308,150,71.2,55.0,158,16.2,1,3.0,1
Social Sciences,Psychology,148,150,51.2,64.5,-2,-13.3,1,3.8,0
Pharmacy,Doctor of Pharmacy,187,240,51.05,55.0,-53,-3.95,1,2.6,0
Arts,Theatre and Media Arts,348,200,65.2,65.8,148,-0.6,1,2.6,0
Management Sciences,Business Administration,320,200,64.0,55.0,120,9.0,1,3.2,1
Social Sciences,Psychology,346,150,78.9,64.5,196,14.4,1,3.4,1
Communications and Media Studies,Pulic Relations,331,150,75.65,55.0,181,20.65,1,3.2,1
Agriculture,Water Resources Management and Agrometeorology,143,150,42.45,55.0,-7,-12.55,1,2.2,0
Engineering,Mechatronics Engineering,208,220,62.2,65.0,-12,-2.8,1,4.2,0
Engineering,Agricultural and Bio-Resources Engineering,338,160,66.7,55.0,178,11.7,1,3.2,1
Environmental Design and Management,Survey and Geo-informatics,161,150,45.15,55.0,11,-9.85,1,4.2,0
Law,Law,303,240,63.45,55.0,63,8.45,1,3.6,1
Arts,History and International Studies,215,180,51.25,67.8,35,-16.55,1,3.8,0
College of Medicine,Medicine and Surgery,163,260,37.45,55.0,-97,-17.55,1,2.6,0
Environmental Design and Management,Building,155,170,46.25,57.5,-15,-11.25,1,2.6,0
Science,Botany,221,150,55.15,53.5,71,1.65,1,4.4,1
Arts,History and International Studies,216,180,64.4,67.8,36,-3.4,1,4.4,0
