faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Pure and Applied Science,Chemistry and Industrial Chemistry,241,73.12,False,not admitted,"A1, C4, B2, B3, B2"
Arts,English Language and Linguistics,316,82.5,True,not admitted,"B2, A1, B2, C6, A1"
Law,Jurisprudence and Public Law,384,87.0,True,not admitted,"B3, C5, B3, B2, B3"
Agriculture,Food Science and Technology,187,59.38,True,not admitted,"C6, B3, B2, C6, B2"
Information and Communication Technology,Computer Science,273,66.12,True,not admitted,"B3, C5, C5, C4, C6"
Law,Jurisprudence and Public Law,229,69.62,False,not admitted,"A1, B2, C6, C4, A1"
Information and Communication Technology,Mass Communication,365,84.62,False,not admitted,"B3, B2, B3, B3, C5"
Agriculture,Crop Production,396,87.5,False,not admitted,"B2, C5, B2, C6, B2"
Law,Business and Private Law,142,55.75,True,not admitted,"B3, A1, C6, C4, B3"
Engineering and Technology,Materials Science and Engineering,356,78.5,False,not admitted,"B2, C5, C5, C6, B3"
Arts,Fine and Applied Arts,131,50.38,True,not admitted,"C4, C5, A1, C6, C5"
Engineering and Technology,Aeronautics and Astronautics Engineering,277,69.62,False,not admitted,"C6, C4, A1, C6, B3"
Law,Common Law,279,77.88,True,not admitted,"C4, C5, A1, A1, A1"
Arts,English Language and Linguistics,169,61.12,True,not admitted,"B3, C5, B3, A1, B3"
Agriculture,Food Science and Technology,293,74.62,True,not admitted,"B3, C4, B3, C6, A1"
Pure and Applied Science,Geology and Mineral Sciences,207,71.88,True,not admitted,"B2, C4, A1, A1, A1"
Information and Communication Technology,Mass Communication,312,77.0,True,not admitted,"B2, C5, C4, A1, C5"
Arts,"Religions, History and Heritage Studies",392,91.0,False,not admitted,"B2, C5, A1, B3, B2"
Engineering and Technology,Civil and Environmental Engineering,356,78.5,True,not admitted,"C5, C6, A1, C4, C5"
Arts,Fine and Applied Arts,351,80.88,True,not admitted,"B2, A1, C6, C6, B3"
Pure and Applied Science,Mathematics and Statistics,120,50.0,False,not admitted,"B3, C4, C6, C6, A1"
Education,Early Childhood and Primary Education,330,83.25,True,not admitted,"C5, A1, C4, B2, A1"
Arts,Performing Arts and Film Studies,304,78.0,False,not admitted,"A1, A1, B3, C6, C4"
Agriculture,Food Science and Technology,160,57.0,True,not admitted,"C5, B3, C5, B3, B2"
Allied Health Science,Medical Laboratory Science,122,53.25,False,not admitted,"B2, B3, B2, C6, C4"
Education,Human Kinetic and Health Education,363,88.38,True,not admitted,"A1, B2, B3, C4, B2"
Information and Communication Technology,Mass Communication,387,83.38,False,not admitted,"B3, C4, C5, B2, C6"
Management and Social Sciences,Accounting and Finance,253,73.62,False,not admitted,"C4, B2, B2, B3, B2"
Education,Human Kinetic and Health Education,306,78.25,True,not admitted,"B3, B2, B3, B3, C4"
Engineering and Technology,Materials Science and Engineering,366,77.75,False,not admitted,"C6, B2, C6, B3, C6"
Law,Common Law,153,58.12,True,not admitted,"B3, C4, A1, B3, C5"
Law,Business and Private Law,214,61.75,True,not admitted,"C6, B2, B3, C5, C4"
Allied Health Science,Environmental Health Science,346,88.25,True,not admitted,"A1, B2, C4, B2, A1"
Arts,Arabic and French,176,68.0,True,not admitted,"B3, A1, A1, B3, A1"
Management and Social Sciences,Business and Entrepreneurship,138,57.25,True,not admitted,"B2, B2, B3, B3, C5"
Information and Communication Technology,Library and Information Science,213,63.62,True,not admitted,"C5, A1, C6, A1, C5"
Agriculture,Food Science and Technology,147,56.38,False,not admitted,"C5, B3, C4, B2, B3"
Engineering and Technology,Materials Science and Engineering,353,85.12,True,not admitted,"C5, B3, C4, A1, A1"
Education,Human Kinetic and Health Education,363,86.38,False,not admitted,"B3, C6, B3, A1, A1"
Allied Health Science,Medical Laboratory Science,164,57.5,True,not admitted,"C6, B3, B2, B2, C5"
Engineering and Technology,Civil and Environmental Engineering,198,57.75,False,not admitted,"A1, C5, C6, C5, C5"
Allied Health Science,Public Health,352,84.0,True,not admitted,"C5, A1, C4, A1, C4"
Pure and Applied Science,Biochemistry,335,73.88,True,not admitted,"A1, C6, C5, C5, C6"
Agriculture,Crop Production,346,73.25,False,not admitted,"C6, C5, C6, B3, C5"
Education,Human Kinetic and Health Education,399,89.88,True,not admitted,"C4, B2, A1, B2, C6"
Arts,Fine and Applied Arts,335,76.88,False,not admitted,"C6, C4, C4, C5, A1"
Management and Social Sciences,Business and Entrepreneurship,379,83.38,True,not admitted,"C4, C6, B3, C4, B2"
Arts,English Language and Linguistics,369,84.12,False,not admitted,"C4, A1, B3, C4, C5"
Allied Health Science,Medical Laboratory Science,140,58.5,True,not admitted,"B2, B2, C5, A1, C4"
Pure and Applied Science,Plant and Environmental Biology,220,64.5,True,not admitted,"A1, B3, C5, C6, B3"
Education,Arts and Science Education,189,59.62,True,not admitted,"B2, B3, B3, C6, C5"
Pure and Applied Science,Zoology,347,79.38,True,not admitted,"A1, C4, C6, C4, C4"
Engineering and Technology,Materials Science and Engineering,196,62.5,False,not admitted,"B2, B3, C5, A1, C6"
Management and Social Sciences,Business and Entrepreneurship,397,84.62,True,not admitted,"B3, C5, C4, B2, C6"
Management and Social Sciences,Economics and Development Studies,236,71.5,True,not admitted,"C6, A1, B2, A1, B3"
Agriculture,"Animal Production, Fisheries and Aquaculture",350,86.75,False,not admitted,"B3, C5, A1, B2, A1"
Arts,Fine and Applied Arts,200,66.0,True,not admitted,"A1, B3, B2, C5, B3"
Pure and Applied Science,Mathematics and Statistics,139,50.38,True,not admitted,"B3, C6, C6, B2, C5"
Arts,"Religions, History and Heritage Studies",330,82.25,False,not admitted,"C5, B3, A1, A1, C4"
Engineering and Technology,Materials Science and Engineering,399,83.88,True,not admitted,"C6, B2, C6, C5, B2"
Management and Social Sciences,Economics and Development Studies,322,78.25,True,not admitted,"C5, C5, B2, B3, B2"
Agriculture,"Animal Production, Fisheries and Aquaculture",269,71.62,True,not admitted,"B3, C5, A1, C6, B2"
Management and Social Sciences,Politics and Governance,147,56.38,True,not admitted,"B2, C5, A1, B3, C6"
Arts,Arabic and French,137,56.12,False,not admitted,"B2, C5, B2, C5, B2"
Allied Health Science,Public Health,308,81.5,False,not admitted,"B3, B3, A1, B3, B2"
Arts,Performing Arts and Film Studies,239,64.88,False,not admitted,"C5, B3, C5, C4, B3"
Engineering and Technology,Aeronautics and Astronautics Engineering,271,68.88,True,not admitted,"C5, C5, C6, B2, B2"
Allied Health Science,Public Health,290,70.25,True,not admitted,"C5, B3, C5, B3, C5"
Law,Business and Private Law,146,58.25,False,not admitted,"B3, C4, C6, A1, A1"
Information and Communication Technology,Mass Communication,233,65.12,True,not admitted,"C5, C5, C5, A1, B3"
Management and Social Sciences,Tourism and Hospitality Management,238,70.75,True,not admitted,"B3, A1, C4, C4, B2"
Arts,Fine and Applied Arts,153,54.12,True,not admitted,"C4, B3, C6, C6, A1"
Law,Business and Private Law,223,70.88,False,not admitted,"A1, A1, C5, C4, A1"
Engineering and Technology,Materials Science and Engineering,324,76.5,True,not admitted,"C6, C4, B2, C4, B3"
Allied Health Science,Medical Laboratory Science,318,75.75,True,not admitted,"C4, C5, B2, C5, B3"
Arts,Performing Arts and Film Studies,214,62.75,True,not admitted,"C6, A1, C5, C6, A1"
Information and Communication Technology,Mass Communication,162,59.25,True,not admitted,"C4, A1, B2, C4, C5"
Arts,"Religions, History and Heritage Studies",363,78.38,True,not admitted,"C4, C6, C6, B3, B3"
Pure and Applied Science,Zoology,279,70.88,True,not admitted,"C6, B2, B3, B2, C6"
Management and Social Sciences,Economics and Development Studies,276,73.5,True,not admitted,"A1, C4, C6, B3, B2"
Information and Communication Technology,Library and Information Science,171,54.38,True,not admitted,"B3, C5, C6, C4, C4"
Education,Special Education,347,85.38,True,not admitted,"B2, A1, C5, A1, C4"
Law,Common Law,159,59.88,True,not admitted,"C4, C4, A1, C4, B2"
Engineering and Technology,Mechanical Engineering,253,70.62,True,not admitted,"C6, B2, C5, B2, A1"
Engineering and Technology,Civil and Environmental Engineering,336,83.0,True,not admitted,"C5, A1, A1, C6, A1"
Education,Business and Entrepreneurship Education,267,69.38,False,not admitted,"C5, C4, A1, B3, C6"
Allied Health Science,Medical Laboratory Science,243,70.38,False,not admitted,"A1, B2, C5, B2, C5"
Agriculture,Food Science and Technology,393,84.12,True,not admitted,"C4, C4, C4, C4, C4"
Information and Communication Technology,Mass Communication,205,63.62,True,not admitted,"B3, C4, B2, C6, B2"
Management and Social Sciences,Politics and Governance,299,71.38,True,not admitted,"C4, B3, C4, C6, C4"
Pure and Applied Science,Microbiology,262,67.75,True,not admitted,"C4, C5, C5, C5, A1"
Allied Health Science,Environmental Health Science,277,74.62,True,not admitted,"A1, C6, B2, B3, B3"
Agriculture,Agricultural Economics and Extension Services,216,59.0,False,not admitted,"C5, A1, C6, C6, C5"
Allied Health Science,Environmental Health Science,211,66.38,True,not admitted,"C5, A1, C5, B3, A1"
Pure and Applied Science,Plant and Environmental Biology,215,67.88,True,not admitted,"B2, C5, C4, A1, B2"
Pure and Applied Science,Zoology,385,90.12,True,not admitted,"A1, C5, B3, B3, A1"
Pure and Applied Science,Biochemistry,156,57.5,False,not admitted,"B3, A1, C4, C6, B3"
Information and Communication Technology,Library and Information Science,269,74.62,False,not admitted,"B3, C5, B2, B3, A1"
Allied Health Science,Public Health,332,74.5,True,not admitted,"B3, C6, B3, C4, C6"
Pure and Applied Science,Mathematics and Statistics,234,66.25,False,not admitted,"B2, C4, B3, C5, C4"
Law,Jurisprudence and Public Law,348,85.5,True,not admitted,"B2, B2, C6, A1, B2"
Allied Health Science,Environmental Health Science,162,61.25,True,not admitted,"C4, A1, C5, A1, B3"
Agriculture,Food Science and Technology,295,76.88,True,not admitted,"A1, C5, C5, B2, B2"
Management and Social Sciences,Accounting and Finance,338,84.25,True,not admitted,"B2, C4, A1, B2, C4"
Agriculture,Food Science and Technology,188,54.5,True,not admitted,"C4, C6, C6, B2, C6"
Agriculture,Food Science and Technology,370,77.25,True,not admitted,"C6, C5, B3, C4, C6"
Pure and Applied Science,Environmental Management and Toxicology,220,68.5,False,not admitted,"B3, C5, A1, B2, B3"
Management and Social Sciences,Economics and Development Studies,297,76.12,True,not admitted,"A1, B3, B3, B3, C6"
Allied Health Science,Environmental Health Science,164,53.5,True,not admitted,"C6, C4, B2, C6, C4"
Pure and Applied Science,Plant and Environmental Biology,134,51.75,False,not admitted,"C5, A1, C4, C6, C4"
Education,Early Childhood and Primary Education,141,60.62,False,not admitted,"C4, A1, C4, B2, A1"
Pure and Applied Science,Plant and Environmental Biology,337,76.12,True,not admitted,"C4, B3, C4, C5, C5"
Arts,Arabic and French,392,86.0,True,not admitted,"B2, C6, C4, A1, C5"
Management and Social Sciences,Politics and Governance,235,72.38,True,not admitted,"B2, A1, B2, C6, A1"
Agriculture,Crop Production,387,88.38,False,not admitted,"A1, B2, C4, B2, C6"
Law,Jurisprudence and Public Law,254,69.75,False,not admitted,"A1, C5, C5, C4, B2"
Engineering and Technology,Food and Agricultural Engineering,170,60.25,True,not admitted,"B3, B3, A1, C4, C5"
Allied Health Science,Medical Laboratory Science,322,79.25,False,not admitted,"A1, C6, C6, B2, A1"
Engineering and Technology,Civil and Environmental Engineering,134,56.75,True,not admitted,"A1, C4, A1, C6, B3"
Arts,Fine and Applied Arts,126,53.75,False,not admitted,"C5, C4, A1, C4, B3"
Agriculture,Food Science and Technology,400,87.0,True,not admitted,"C4, B3, C5, C4, B2"
Allied Health Science,Medical Laboratory Science,374,87.75,True,not admitted,"B2, B2, B2, B3, C5"
Information and Communication Technology,Library and Information Science,388,87.5,False,not admitted,"C4, B2, C4, C4, B2"
Agriculture,Crop Production,250,70.25,False,not admitted,"B2, C4, B3, C6, A1"
Agriculture,Food Science and Technology,158,56.75,True,not admitted,"C4, A1, C5, B3, C5"
Information and Communication Technology,Computer Science,225,64.12,True,not admitted,"C5, B3, C4, C6, A1"
Agriculture,Crop Production,161,53.12,False,not admitted,"C5, B2, C5, C5, C5"
Law,Jurisprudence and Public Law,263,72.88,True,not admitted,"C4, C5, A1, A1, C4"
Information and Communication Technology,Computer Science,267,80.38,True,not admitted,"B2, A1, A1, B2, B2"
Agriculture,Crop Production,255,71.88,False,not admitted,"B2, A1, C5, B3, C4"
Information and Communication Technology,Computer Science,134,53.75,False,not admitted,"C4, C4, B2, B3, C5"
Agriculture,Food Science and Technology,382,85.75,True,not admitted,"C5, C4, B3, A1, C4"
Allied Health Science,Public Health,168,55.0,True,not admitted,"C6, B3, B3, C5, C4"
Management and Social Sciences,Accounting and Finance,212,68.5,True,not admitted,"B2, B3, B3, B2, B3"
Management and Social Sciences,Tourism and Hospitality Management,320,80.0,False,not admitted,"C5, A1, C4, B2, B3"
Pure and Applied Science,Geology and Mineral Sciences,174,65.75,False,not admitted,"A1, B2, A1, C6, A1"
Engineering and Technology,Mechanical Engineering,379,77.38,True,not admitted,"C4, C6, C4, C5, C6"
Engineering and Technology,Civil and Environmental Engineering,343,79.88,True,not admitted,"A1, C5, B3, C6, B3"
Agriculture,Food Science and Technology,302,70.75,True,not admitted,"B3, C5, C6, C4, C4"
Law,Business and Private Law,265,69.12,True,not admitted,"C5, B3, C6, A1, C4"
Pure and Applied Science,Plant and Environmental Biology,358,79.75,False,not admitted,"C4, C5, B2, C5, C4"
Pure and Applied Science,Geology and Mineral Sciences,358,80.75,True,not admitted,"C4, C6, C4, B2, B3"
Pure and Applied Science,Chemistry and Industrial Chemistry,131,57.38,False,not admitted,"C6, A1, C4, B2, A1"
Agriculture,"Animal Production, Fisheries and Aquaculture",157,55.62,True,not admitted,"C6, B3, B3, C5, B2"
Allied Health Science,Public Health,252,71.5,True,not admitted,"A1, B2, B2, C6, C4"
Allied Health Science,Public Health,198,64.75,True,not admitted,"C4, C6, A1, B2, B2"
Engineering and Technology,Materials Science and Engineering,200,66.0,True,not admitted,"C4, A1, A1, C5, B3"
Management and Social Sciences,Tourism and Hospitality Management,180,53.5,True,not admitted,"C6, C5, B2, C6, C5"
Agriculture,"Animal Production, Fisheries and Aquaculture",220,63.5,True,not admitted,"B2, C5, B3, B3, C6"
Information and Communication Technology,Library and Information Science,227,66.38,False,not admitted,"B3, C6, A1, C5, B2"
Pure and Applied Science,Geology and Mineral Sciences,138,50.25,True,not admitted,"B3, C6, C6, A1, C6"
Allied Health Science,Public Health,330,79.25,True,not admitted,"C4, A1, B2, C5, C5"
Management and Social Sciences,Business and Entrepreneurship,374,79.75,True,not admitted,"B3, C6, C4, C5, C4"
Engineering and Technology,Aeronautics and Astronautics Engineering,261,71.62,False,not admitted,"B2, B3, C5, B2, C4"
Arts,English Language and Linguistics,171,61.38,True,not admitted,"B3, C4, A1, A1, C6"
Agriculture,Crop Production,127,56.88,False,not admitted,"B3, A1, B2, C5, B3"
Education,Business and Entrepreneurship Education,142,49.75,False,not admitted,"C4, C5, B3, C6, C5"
Information and Communication Technology,Library and Information Science,128,51.0,False,not admitted,"C5, C6, B2, C4, B3"
Agriculture,Crop Production,157,58.62,True,not admitted,"B3, C5, C6, A1, A1"
Agriculture,"Animal Production, Fisheries and Aquaculture",310,75.75,True,not admitted,"C6, C4, C4, B3, A1"
Management and Social Sciences,Business and Entrepreneurship,395,88.38,False,not admitted,"B3, B2, B3, B2, C6"
Pure and Applied Science,Chemistry and Industrial Chemistry,140,49.5,True,not admitted,"C5, C5, B3, C5, C5"
Agriculture,"Animal Production, Fisheries and Aquaculture",353,86.12,True,not admitted,"A1, A1, A1, C5, C5"
Arts,"Religions, History and Heritage Studies",253,68.62,True,not admitted,"C4, C5, C5, B3, A1"
Information and Communication Technology,Computer Science,286,75.75,False,not admitted,"C4, B2, B2, B3, C4"
Law,Common Law,382,87.75,True,not admitted,"C4, A1, B3, C5, B2"
Arts,English Language and Linguistics,143,58.88,True,not admitted,"C4, B2, B3, B2, B3"
Information and Communication Technology,Computer Science,269,66.62,True,not admitted,"C4, C4, C5, C5, C4"
Information and Communication Technology,Library and Information Science,397,81.62,False,not admitted,"C5, C6, C4, C6, B2"
Management and Social Sciences,Accounting and Finance,392,96.0,True,not admitted,"B2, A1, A1, B2, B2"
